Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
30.31515;-6827	-7469	13411;116	32	90;40	30	-184;4118085.000;56.032;30.841
30.31965;-6815	-7409	13381;116	39	87;56	24	-152;4118085.000;56.032;30.841
30.32415;-6863	-7312	13514;116	39	87;8	69	-256;4118085.000;56.032;30.841
30.32865;-6865	-7327	13408;110	30	83;43	75	-171;4118085.000;56.032;30.841
30.33314;-6784	-7264	13422;110	30	83;21	59	-241;4118085.000;56.032;30.841
30.33764;-6908	-7244	13467;113	30	85;-46	91	-140;4118085.000;56.032;30.841
30.34214;-6833	-7300	13493;113	30	85;2	27	-234;4118118.000;56.032;30.841
30.34664;-6896	-7265	13433;115	33	87;-40	33	-158;4118118.000;56.032;30.879
30.35113;-6859	-7315	13462;115	33	87;-37	27	-165;4118118.000;56.032;30.879
30.35563;-6849	-7249	13466;112	35	85;-88	47	-202;4118118.000;56.032;30.879
30.36013;-6768	-7222	13463;112	35	85;-49	-2	-165;4118118.000;56.032;30.879
30.36463;-6886	-7316	13430;118	37	84;-43	1	-218;4118118.000;56.032;30.879
30.36912;-6866	-7248	13412;118	37	84;-56	-11	-215;4118118.000;56.032;30.879
30.37362;-6793	-7399	13427;110	36	89;-18	-5	-165;4118118.000;56.032;30.879
30.37812;-6923	-7351	13462;110	36	89;15	-63	-162;4118194.000;55.945;30.879
30.38262;-6818	-7420	13417;112	31	85;37	-82	-190;4118194.000;55.945;30.879
30.38711;-6923	-7371	13446;112	31	85;43	-53	-200;4118194.000;55.945;30.879
30.39161;-6838	-7403	13499;112	36	84;50	-57	-166;4118194.000;55.945;30.879
30.39611;-6858	-7230	13351;112	36	84;105	-79	-188;4118194.000;55.945;30.879
30.40061;-6900	-7359	13453;110	34	85;143	-127	-131;4118194.000;55.945;30.879
30.40510;-6913	-7364	13431;110	34	85;140	-105	-210;4118194.000;55.945;30.879
30.40960;-6839	-7384	13466;113	38	90;130	-133	-171;4118194.000;55.945;30.879
30.41410;-6848	-7412	13473;113	38	90;101	-53	-262;4118074.000;55.945;30.879
30.41860;-6853	-7368	13432;115	36	87;92	-85	-240;4118074.000;55.945;30.879
30.42309;-6841	-7372	13587;115	36	87;76	-72	-244;4118074.000;55.945;30.879
30.42759;-6771	-7298	13444;112	30	88;40	-82	-290;4118074.000;55.945;30.879
30.43209;-6761	-7387	13447;111	37	91;85	-14	-255;4118074.000;55.945;30.879
30.43659;-6877	-7307	13423;111	37	91;66	-37	-211;4118074.000;55.945;30.879
