Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
30.27418;3010	-7388	14820;-138	-166	-110;-160	32	-111;4095501.000;54.919;30.248
30.27817;3032	-7457	14873;-133	-162	-107;-138	-6	-202;4095501.000;54.919;30.248
30.28217;3017	-7487	15001;-133	-162	-107;-157	13	-102;4095501.000;54.919;30.248
30.28617;3000	-7501	15085;-137	-162	-113;-160	39	-196;4095501.000;54.919;30.248
30.29017;3019	-7632	14978;-138	-166	-110;-151	74	-99;4095501.000;54.919;30.248
30.29416;3060	-7626	14942;-138	-166	-110;-99	35	-136;4095501.000;54.919;30.248
30.29816;2979	-7590	15047;-128	-168	-117;-61	67	-209;4095501.000;54.919;30.248
30.30216;3004	-7628	15059;-128	-168	-117;-32	67	-149;4095501.000;54.919;30.248
30.30616;3091	-7569	14916;-133	-164	-113;-16	68	-206;4095545.000;54.919;30.248
30.31016;3105	-7505	14874;-133	-164	-113;3	55	-133;4095545.000;54.919;30.248
30.31415;3053	-7525	14954;-136	-165	-106;19	39	-234;4095545.000;54.919;30.248
30.31815;2999	-7500	14929;-136	-165	-106;26	80	-253;4095545.000;54.919;30.248
30.32215;3051	-7505	14883;-138	-165	-112;61	22	-196;4095545.000;54.919;30.248
30.32615;3102	-7470	14982;-138	-165	-112;132	-22	-262;4095545.000;54.919;30.248
30.33014;3128	-7436	14903;-139	-164	-111;100	6	-177;4095545.000;54.919;30.248
30.33414;3144	-7405	14940;-139	-164	-111;103	-9	-287;4095525.000;54.919;30.229
30.33814;3132	-7392	14982;-133	-159	-110;122	6	-174;4095525.000;54.919;30.229
30.34214;3118	-7388	14970;-133	-159	-110;116	32	-274;4095525.000;54.919;30.229
30.34614;3114	-7367	14973;-132	-161	-110;103	74	-234;4095525.000;54.919;30.229
30.35013;3064	-7386	15014;-132	-161	-110;77	77	-189;4095525.000;54.919;30.229
30.35413;3112	-7337	15021;-140	-165	-107;132	26	-221;4095525.000;54.919;30.229
30.35813;3026	-7301	14999;-140	-165	-107;87	-3	-227;4095525.000;54.919;30.229
30.36213;3047	-7317	14998;-138	-161	-111;87	6	-190;4095525.000;54.796;30.229
30.36613;3012	-7297	14986;-138	-161	-111;51	26	-183;4095546.000;54.796;30.229
30.37012;3005	-7326	14967;-137	-163	-111;68	38	-215;4095546.000;54.796;30.229
30.37412;3010	-7297	14936;-137	-163	-111;42	-3	-171;4095546.000;54.796;30.229
30.37812;2999	-7340	14973;-137	-166	-107;10	-16	-209;4095546.000;54.796;30.229
30.38212;2949	-7292	15006;-137	-166	-107;-3	42	-127;4095546.000;54.796;30.229
30.38611;2979	-7278	14972;-133	-165	-114;-35	58	-212;4095546.000;54.796;30.229
30.39011;2981	-7355	14947;-133	-165	-114;-25	35	-165;4095546.000;54.796;30.229
30.39411;2992	-7396	14915;-137	-162	-109;-16	83	-159;4095546.000;54.796;30.229
30.39811;2884	-7461	14924;-137	-162	-109;20	51	-200;4095474.000;54.796;30.229
30.40211;2873	-7458	14856;-137	-163	-109;23	61	-181;4095474.000;54.796;30.229
30.40610;2871	-7511	14911;-137	-163	-109;55	16	-184;4095474.000;54.796;30.229
