Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
30.26668;625	-10438	13189;-11	-16	-32;-106	93	-133;4083632.000;64.651;28.452
30.27118;676	-10455	13243;-9	-6	-34;-74	87	-86;4083632.000;64.651;28.452
30.27567;665	-10398	13225;-9	-6	-34;-64	64	-114;4083632.000;64.651;28.452
30.28017;672	-10447	13225;-9	-7	-35;-64	71	-105;4083632.000;64.651;28.452
30.28467;649	-10479	13235;-9	-7	-35;-26	122	-83;4083517.000;64.651;28.452
30.28917;645	-10373	13101;-9	-12	-32;16	93	-89;4083517.000;64.651;28.452
30.29366;664	-10387	13290;-9	-12	-32;-42	67	-55;4083517.000;64.651;28.452
30.29816;711	-10402	13227;-4	-11	-32;-55	112	-99;4083517.000;64.651;28.452
30.30266;671	-10446	13268;-4	-11	-32;-74	106	-26;4083517.000;64.651;28.452
30.30716;677	-10498	13246;-9	-12	-30;-83	119	-89;4083517.000;64.651;28.452
30.31166;675	-10428	13288;-9	-11	-30;-70	93	-73;4083517.000;64.651;28.452
30.31615;675	-10481	13257;-9	-11	-30;-77	109	-77;4083517.000;64.651;28.452
30.32065;631	-10487	13236;-5	-11	-34;-80	97	-83;4083604.000;64.651;28.452
30.32515;702	-10495	13235;-5	-11	-34;-115	93	-55;4083604.000;64.651;28.452
30.32965;679	-10529	13288;-5	-10	-30;-119	83	-86;4083604.000;64.651;28.490
30.33414;643	-10477	13288;-5	-10	-30;-77	61	-70;4083604.000;64.651;28.490
30.33864;643	-10573	13359;-6	-7	-32;-86	64	-99;4083604.000;64.651;28.490
30.34314;642	-10583	13274;-6	-7	-32;-122	106	-77;4083604.000;64.651;28.490
30.34764;605	-10584	13223;-8	-5	-37;-48	25	-62;4083604.000;64.651;28.490
30.35213;641	-10505	13213;-8	-5	-37;-64	29	-102;4083604.000;64.651;28.490
30.35663;581	-10476	13180;-7	-7	-30;-35	38	-92;4083643.000;64.827;28.490
30.36113;628	-10435	13150;-7	-7	-30;-29	84	-161;4083643.000;64.827;28.490
30.36563;675	-10523	13188;-8	-4	-35;-19	29	-123;4083643.000;64.827;28.490
30.37012;680	-10506	13425;-8	-4	-35;-6	29	-83;4083643.000;64.827;28.490
30.37462;650	-10350	12768;-6	-7	-26;-51	225	-108;4083643.000;64.827;28.490
30.37912;621	-10122	13499;-6	-7	-26;-55	-10	21;4083643.000;64.827;28.490
30.38362;806	-10334	13421;-4	-7	-34;-74	90	-102;4083643.000;64.827;28.490
30.38811;700	-10464	13078;-4	-7	-34;-90	148	-102;4083643.000;64.827;28.490
30.39261;465	-10676	13288;-10	-10	-30;-58	48	-70;4083638.000;64.827;28.490
30.39711;473	-10611	13225;-10	-10	-30;-42	48	-89;4083638.000;64.827;28.490
30.40161;560	-10370	13280;-3	-12	-28;-23	71	-139;4083638.000;64.827;28.490
30.40610;616	-10401	13284;-3	-12	-28;-39	35	-165;4083638.000;64.827;28.490
30.41060;552	-10550	13225;-6	-7	-35;-39	-13	-158;4083638.000;64.827;28.490
30.41510;595	-10631	13254;-6	-7	-35;-16	16	-73;4083638.000;64.827;28.490
30.41960;501	-10542	13238;-6	-8	-29;35	-26	-177;4083638.000;64.827;28.490
30.42409;551	-10478	13255;-6	-8	-29;64	-29	-193;4083608.000;64.827;28.490
30.42859;556	-10445	13277;-8	-9	-33;38	-39	-95;4083608.000;64.827;28.490
30.43309;562	-10447	13243;-8	-9	-33;29	-71	-193;4083608.000;64.827;28.490
30.43759;562	-10438	13291;-6	-11	-32;23	-67	-177;4083608.000;64.827;28.490
30.44208;572	-10460	13302;-6	-11	-32;45	-64	-221;4083608.000;64.827;28.490
30.44658;573	-10447	13320;-11	-9	-32;19	-61	-165;4083608.000;64.827;28.490
30.45108;597	-10445	13234;-11	-9	-32;39	-38	-158;4083608.000;64.827;28.490
30.45558;592	-10469	13303;-8	-10	-32;19	-55	-262;4083608.000;64.827;28.471
30.46007;634	-10494	13230;-8	-10	-32;-3	-64	-218;4083594.000;64.827;28.471
30.46457;650	-10542	13211;-2	-8	-32;19	-84	-262;4083594.000;64.827;28.471
30.46907;683	-10503	13203;-2	-8	-32;23	-77	-197;4083594.000;64.827;28.471
30.47357;657	-10466	13188;-9	-10	-33;51	-74	-231;4083594.000;64.827;28.471
30.47806;646	-10396	13227;-9	-10	-33;3	-71	-205;4083594.000;64.827;28.471
30.48256;606	-10476	13241;-8	-10	-35;16	-58	-193;4083594.000;64.671;28.471
30.48706;679	-10427	13250;-8	-10	-35;48	-70	-177;4083594.000;64.671;28.471
30.49156;600	-10452	13210;-5	-11	-29;-19	-26	-180;4083594.000;64.671;28.471
30.49605;638	-10437	13210;-5	-11	-29;16	-42	-168;4083441.000;64.671;28.471
30.50055;655	-10449	13241;-11	-6	-33;29	-113	-159;4083441.000;64.671;28.471
30.50505;696	-10409	13245;-11	-6	-33;-10	-67	-190;4083441.000;64.671;28.471
30.50955;681	-10408	13232;-6	-9	-27;-16	-10	-109;4083441.000;64.671;28.471
30.51404;710	-10439	13232;-6	-9	-27;-13	-64	-246;4083441.000;64.671;28.471
30.51854;685	-10506	13263;-5	-9	-35;-19	-52	-152;4083441.000;64.671;28.471
30.52304;608	-10508	13241;-11	-7	-30;-35	-29	-196;4083441.000;64.671;28.471
30.52754;636	-10457	13222;-11	-7	-30;10	-64	-130;4083441.000;64.671;28.471
30.53203;596	-10365	13290;-8	-8	-31;48	-55	-139;4083517.000;64.671;28.471
30.53653;642	-10408	13175;-8	-8	-31;29	-90	-230;4083517.000;64.671;28.471
30.54103;698	-10545	13221;-9	-4	-30;13	-45	-190;4083517.000;64.671;28.471
30.54553;635	-10526	13191;-9	-4	-30;42	-71	-146;4083517.000;64.671;28.471
30.55002;713	-10478	13205;-5	-12	-32;-9	-35	-218;4083517.000;64.671;28.471
30.55452;655	-10474	13139;-5	-12	-32;-6	19	-108;4083517.000;64.671;28.471
30.55902;675	-10474	13173;-8	-10	-32;39	-16	-165;4083517.000;64.671;28.471
30.56352;598	-10534	13195;-8	-10	-32;10	29	-199;4083517.000;64.671;28.471
30.56801;674	-10510	13175;-8	-10	-28;-9	16	-177;4083539.000;64.671;28.471
30.57251;707	-10514	13178;-8	-10	-28;32	-7	-196;4083539.000;64.671;28.471
30.57701;629	-10421	13229;-11	-7	-31;48	6	-199;4083539.000;64.671;28.471
30.58151;635	-10447	13182;-11	-7	-31;23	16	-161;4083539.000;64.671;28.471
30.58600;623	-10451	13202;-6	-8	-32;-13	22	-187;4083539.000;64.671;28.471
30.59050;700	-10471	13251;-6	-8	-32;16	-13	-205;4083539.000;64.671;28.471
30.59500;650	-10511	13237;-9	-12	-31;3	16	-149;4083539.000;64.671;28.471
30.59950;696	-10393	13265;-9	-12	-31;-13	42	-180;4083539.000;64.671;28.471
30.60399;667	-10407	13241;-3	-12	-31;-19	61	-158;4083565.000;64.671;28.471
