Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
30.25369;14101	-3724	3293;50	-282	260;4412	1610	2410;4119191.000;48.307;31.911
30.25818;13665	-3643	3125;50	-282	260;3475	1777	2567;4119139.000;48.307;31.911
30.26268;13304	-3631	2898;52	-283	259;2676	1986	2666;4119139.000;48.307;31.911
30.26718;12937	-3620	2746;52	-283	259;1890	2137	2754;4119139.000;48.307;31.911
30.27168;12579	-3640	2538;48	-284	264;1239	2255	2952;4119139.000;48.307;31.911
30.27617;12227	-3694	2417;48	-284	264;590	2301	2990;4119139.000;48.307;31.911
30.28067;11809	-3696	2284;46	-279	261;42	2378	3174;4119139.000;48.307;31.911
30.28517;11388	-3752	2232;46	-279	261;-433	2371	3303;4119139.000;48.307;31.911
30.28967;11099	-3803	2217;55	-278	267;-911	2381	3419;4119139.000;48.307;31.911
30.29416;10833	-3898	2086;55	-278	267;-1232	2320	3692;4119164.000;48.307;31.911
30.29866;10557	-3933	2174;55	-280	263;-1518	2227	3705;4119164.000;48.307;31.911
30.30316;10313	-3929	2061;55	-280	263;-1797	2101	3965;4119164.000;48.307;31.911
30.30766;10143	-3937	2083;56	-281	271;-2022	1970	3999;4119164.000;48.307;31.911
30.31215;10052	-4020	2192;56	-281	271;-2185	1809	4178;4119164.000;48.307;31.911
30.31665;10012	-4007	2212;56	-279	269;-2381	1639	4268;4119164.000;48.307;31.911
30.32115;9951	-4123	2137;56	-279	269;-2532	1411	4363;4119164.000;48.307;31.911
30.32565;10080	-4187	2131;53	-277	268;-2632	1237	4438;4119164.000;48.307;31.911
30.33014;10094	-4279	2099;53	-277	268;-2712	1105	4466;4119283.000;48.307;31.911
30.33464;10234	-4367	2030;50	-274	269;-2702	945	4517;4119283.000;48.307;31.911
30.33914;10334	-4486	2000;50	-274	269;-2712	807	4507;4119283.000;48.307;31.911
30.34364;10428	-4616	1962;56	-270	272;-2654	620	4504;4119283.000;48.307;31.968
30.34813;10628	-4678	1985;56	-270	272;-2548	533	4423;4119283.000;48.307;31.968
30.35263;10705	-4815	2000;54	-275	273;-2420	392	4417;4119283.000;48.307;31.968
30.35713;10904	-4950	2108;54	-275	273;-2230	321	4285;4119283.000;48.307;31.968
30.36163;11106	-5005	2197;57	-273	275;-1951	225	4185;4119283.000;48.307;31.968
30.36613;11300	-5158	2206;57	-273	275;-1659	164	4037;4119289.000;48.307;31.968
30.37062;11593	-5212	2305;57	-271	273;-1239	77	3830;4119289.000;48.250;31.968
30.37512;11852	-5421	2430;57	-271	273;-838	19	3802;4119289.000;48.250;31.968
30.37962;12210	-5496	2549;60	-264	272;-449	-19	3454;4119289.000;48.250;31.968
30.38412;12503	-5613	2565;60	-264	272;-29	19	3394;4119289.000;48.250;31.968
30.38861;12782	-5660	2621;64	-268	275;376	58	3062;4119289.000;48.250;31.968
30.39311;13064	-5729	2645;64	-268	275;751	193	2980;4119289.000;48.250;31.968
30.39761;13345	-5693	2683;60	-265	279;1194	360	2745;4119289.000;48.250;31.968
30.40211;13465	-5684	2752;60	-265	279;1470	530	2459;4119260.000;48.250;31.968
30.40660;13543	-5629	2755;60	-267	278;1730	762	2365;4119260.000;48.250;31.968
30.41110;13567	-5488	2676;60	-267	278;1916	961	2139;4119260.000;48.250;31.968
30.41560;13583	-5279	2583;59	-261	280;2018	1170	1961;4119260.000;48.250;31.968
30.42010;13608	-5037	2423;59	-261	280;2057	1385	1845;4119260.000;48.250;31.968
30.42459;13643	-4903	2154;67	-262	283;2057	1452	1597;4119260.000;48.250;31.968
30.42909;13826	-4652	1912;67	-262	283;2009	1507	1299;4119260.000;48.250;31.968
30.43359;13988	-4439	1676;65	-253	279;1900	1574	1120;4119260.000;48.250;31.968
30.43809;14245	-4248	1473;65	-253	279;1759	1581	718;4119189.000;48.250;31.968
30.44258;14667	-4144	1294;58	-259	278;1656	1593	526;4119189.000;48.250;31.968
30.44708;15108	-3878	1181;60	-258	280;1425	1645	40;4119189.000;48.250;31.968
30.45158;15528	-3772	929;60	-258	280;1110	1728	-132;4119189.000;48.250;31.968
30.45608;16030	-3624	821;68	-263	281;744	1825	-492;4119189.000;48.250;31.968
30.46057;16358	-3556	728;68	-263	281;314	1899	-825;4119189.000;48.250;31.968
30.46507;16611	-3449	764;68	-259	280;-84	1912	-1013;4119189.000;48.250;31.968
30.46957;17032	-3394	771;68	-259	280;-597	1995	-1283;4119189.000;48.250;31.968
30.47407;17325	-3354	738;66	-257	278;-1165	2072	-1427;4119076.000;48.250;31.968
30.47856;17599	-3242	769;66	-257	278;-1675	2120	-1606;4119076.000;48.250;31.968
30.48306;17803	-3181	950;68	-261	281;-2237	2156	-1891;4119076.000;48.250;31.968
30.48756;18081	-3019	1181;68	-261	281;-2747	2156	-2255;4119076.000;48.250;31.968
30.49206;18306	-2992	1413;68	-261	285;-3193	2172	-2117;4119076.000;48.250;31.968
30.49655;18617	-3012	1779;68	-261	285;-3771	2243	-2145;4119076.000;48.130;31.968
30.50105;18771	-3034	1972;61	-264	279;-4310	2349	-1813;4119076.000;48.130;31.968
30.50555;19028	-3018	2183;61	-264	279;-4804	2374	-1963;4118955.000;48.130;31.968
30.51005;19315	-2964	2400;67	-261	283;-5452	2294	-2029;4118955.000;48.130;31.968
30.51454;19632	-2823	2392;67	-261	283;-5965	2243	-2133;4118955.000;48.130;31.968
30.51904;20071	-2679	2448;60	-257	288;-6415	2162	-2349;4118955.000;48.130;31.968
30.52354;20592	-2589	2461;60	-257	288;-6957	2188	-2393;4118955.000;48.130;31.968
30.52804;20869	-2465	2433;68	-264	288;-7474	2201	-2506;4118955.000;48.130;31.968
30.53253;21094	-2414	2435;68	-264	288;-7955	2336	-2531;4118955.000;48.130;31.968
30.53703;21115	-2260	2579;56	-264	292;-8417	2410	-2588;4118955.000;48.130;31.968
