Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
0.00450;11038	-6987	5694;-174	-303	18;-650	-268	-3601;4113170.000;50.843;31.682
0.00850;11073	-7014	5904;-174	-303	18;104	-698	-3294;4113170.000;50.843;31.682
0.01250;11411	-6769	6123;-168	-298	18;1025	-1155	-2955;4113170.000;50.843;31.662
0.01650;11876	-6514	6148;-168	-298	18;1728	-1498	-2581;4113170.000;50.843;31.662
0.02050;12462	-6163	5965;-177	-296	15;2312	-1855	-2352;4113164.000;50.843;31.662
0.02450;13152	-5829	5844;-177	-296	15;2812	-2241	-2007;4113164.000;50.843;31.662
0.02850;13850	-5477	5524;-174	-299	20;3181	-2533	-1818;4113164.000;50.843;31.662
0.03250;14761	-5252	5373;-174	-299	20;3480	-2777	-1484;4113164.000;50.843;31.662
0.03700;15533	-4989	5010;-174	-301	16;3675	-2844	-1195;4113164.000;50.843;31.662
0.04150;16091	-4629	4777;-174	-301	16;3711	-2844	-1032;4113164.000;50.913;31.662
0.04600;16436	-4353	4412;-180	-302	18;3727	-2787	-694;4113164.000;50.913;31.662
0.05050;16691	-4181	4218;-177	-299	12;3672	-2597	-515;4113164.000;50.913;31.662
0.05500;16658	-4030	4126;-177	-299	12;3656	-2350	-264;4113260.000;50.913;31.662
0.05950;16555	-3899	3972;-182	-301	14;3470	-2048	-157;4113260.000;50.913;31.662
0.06400;16201	-3841	3794;-182	-301	14;3210	-1653	19;4113260.000;50.913;31.662
0.06850;15761	-3867	3877;-180	-309	16;3005	-1399	106;4113260.000;50.913;31.662
0.07300;15290	-3887	3842;-180	-309	16;2835	-1190	197;4113260.000;50.913;31.662
0.07750;14753	-3980	3871;-179	-301	21;2655	-1013	201;4113260.000;50.913;31.662
0.08200;14228	-4056	3895;-179	-301	21;2459	-830	263;4113260.000;50.913;31.662
0.08650;13599	-4072	3963;-181	-305	17;2315	-727	160;4113311.000;50.913;31.662
0.09100;13017	-4117	3971;-181	-305	17;2142	-612	216;4113311.000;50.913;31.662
0.09550;12619	-3965	3978;-188	-300	19;1830	-496	110;4113311.000;50.913;31.662
0.10000;12089	-3810	4061;-188	-300	19;1561	-470	112;4113311.000;50.913;31.662
0.10450;11715	-3681	4130;-180	-305	13;1176	-377	72;4113311.000;50.913;31.662
0.10900;11314	-3508	4203;-180	-305	13;726	-338	69;4113311.000;50.913;31.662
0.11350;10903	-3362	4264;-184	-305	18;213	-290	84;4113311.000;50.913;31.662
0.11800;10564	-3240	4356;-184	-305	18;-358	-252	62;4113311.000;50.913;31.662
0.12250;10183	-3081	4387;-183	-305	17;-1010	-287	103;4113328.000;50.913;31.662
0.12700;9895	-3143	4439;-183	-305	17;-1590	-264	153;4113328.000;50.913;31.662
0.13150;9609	-3159	4591;-184	-304	17;-2123	-258	194;4113328.000;50.913;31.662
0.13600;9259	-3287	4643;-184	-304	17;-2582	-229	216;4113328.000;50.913;31.682
0.14050;9133	-3399	4755;-184	-304	19;-2961	-236	307;4113328.000;50.913;31.682
0.14500;9024	-3558	4870;-184	-304	19;-3275	-220	401;4113328.000;50.913;31.682
0.14950;8765	-3743	4783;-181	-305	17;-3609	-287	426;4113328.000;50.913;31.682
