Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
30.32365;13482	-5400	-504;-23	-227	72;1880	1371	4965;4108776.000;51.779;30.248
30.32815;13537	-5495	-458;-18	-228	66;1736	1351	4788;4108776.000;51.779;30.248
30.33264;13583	-5662	-327;-18	-228	66;1685	1312	4481;4108776.000;51.779;30.248
30.33714;13807	-5775	-42;-20	-226	71;1773	1270	4132;4108776.000;51.779;30.248
30.34164;13983	-5896	-126;-20	-226	71;1786	1046	3799;4108776.000;51.779;30.248
30.34614;14409	-5939	-210;-18	-217	73;1861	975	3465;4108776.000;51.779;30.248
30.35063;14856	-6087	-274;-18	-217	73;2015	774	3049;4108776.000;51.779;30.248
30.35513;15146	-6208	-341;-19	-224	71;2200	767	2693;4108818.000;51.779;30.248
30.35963;15451	-6072	-500;-19	-224	71;2380	735	2293;4108818.000;51.779;30.248
30.36413;15765	-6027	-647;-23	-222	73;2511	699	1926;4108818.000;51.779;30.248
30.36862;15878	-5843	-758;-23	-222	73;2624	745	1583;4108818.000;51.779;30.248
30.37312;15910	-5617	-869;-20	-222	71;2621	748	1215;4108818.000;51.779;30.248
30.37762;15822	-5382	-935;-20	-222	71;2568	778	916;4108818.000;51.779;30.248
30.38212;15767	-5170	-980;-21	-223	68;2464	687	560;4108818.000;51.779;30.248
30.38661;15727	-4881	-1078;-21	-223	68;2323	680	217;4108818.000;51.779;30.248
30.39111;15810	-4712	-1110;-20	-219	71;2087	586	12;4108799.000;51.779;30.248
30.39561;15956	-4574	-1160;-20	-219	71;1839	476	-454;4108799.000;51.779;30.248
30.40011;16140	-4474	-1175;-17	-220	67;1440	346	-672;4108799.000;51.779;30.248
30.40460;16462	-4298	-1292;-17	-220	67;1100	310	-1095;4108799.000;51.775;30.248
30.40910;16709	-4292	-1333;-21	-219	70;733	178	-1546;4108799.000;51.775;30.248
30.41360;17062	-4268	-1414;-21	-219	70;350	64	-1903;4108799.000;51.775;30.248
30.41810;17366	-4383	-1316;-20	-223	70;-18	74	-2303;4108799.000;51.775;30.248
30.42259;17563	-4389	-1280;-20	-223	70;-364	106	-2829;4108799.000;51.775;30.248
30.42709;17742	-4250	-1208;-19	-223	66;-700	233	-3345;4108779.000;51.775;30.248
30.43159;17758	-4245	-1149;-19	-223	66;-1002	165	-3776;4108779.000;51.775;30.248
30.43609;17763	-4291	-1071;-20	-221	72;-1398	142	-4285;4108779.000;51.775;30.248
30.44058;17713	-4280	-951;-20	-221	72;-1835	61	-4852;4108779.000;51.775;30.248
30.44508;17808	-4353	-1022;-17	-225	70;-2184	15	-5329;4108779.000;51.775;30.248
30.44958;17823	-4351	-1023;-17	-225	70;-2476	116	-5925;4108779.000;51.775;30.248
30.45408;17620	-4577	-825;-28	-223	62;-2831	38	-6390;4108779.000;51.775;30.248
30.45857;17430	-4684	-705;-23	-223	74;-3148	-20	-6854;4108806.000;51.775;30.248
30.46307;17136	-4982	-696;-23	-223	74;-3460	-20	-7331;4108806.000;51.775;30.248
30.46757;16742	-5288	-526;-22	-233	76;-3661	-33	-7722;4108806.000;51.775;30.248
30.47207;16167	-5561	-450;-22	-233	76;-3815	-56	-7965;4108806.000;51.775;30.248
30.47656;15506	-5744	-215;-20	-236	76;-3827	-166	-8187;4108806.000;51.775;30.248
30.48106;14864	-5815	33;-20	-236	76;-3670	-166	-8369;4108806.000;51.775;30.248
30.48556;14202	-5971	386;-26	-233	74;-3497	-286	-8417;4108806.000;51.775;30.248
30.49006;13635	-6144	656;-26	-233	74;-3252	-305	-8526;4108806.000;51.775;30.248
30.49455;12975	-6339	1008;-28	-235	79;-2878	-487	-8510;4108807.000;51.775;30.248
30.49905;12452	-6475	1129;-28	-235	79;-2520	-762	-8372;4108807.000;51.775;30.284
30.50355;12049	-6508	1244;-30	-237	75;-2005	-895	-8270;4108807.000;51.775;30.284
30.50805;11993	-6413	1364;-30	-237	75;-1389	-1233	-8222;4108807.000;51.775;30.284
30.51254;11970	-6240	1508;-26	-242	81;-842	-1537	-7969;4108807.000;51.775;30.284
30.51704;12074	-6000	1581;-26	-242	81;-408	-1806	-7668;4108807.000;51.775;30.284
30.52154;12595	-5526	1613;-35	-245	82;-3	-2092	-7440;4108807.000;51.775;30.284
30.52604;13106	-5307	1565;-35	-245	82;359	-2384	-7165;4108807.000;51.775;30.284
30.53053;13831	-5093	1431;-31	-247	76;682	-2445	-6819;4108810.000;51.802;30.284
30.53503;14517	-5163	1461;-31	-247	76;771	-2474	-6560;4108810.000;51.802;30.284
30.53953;15120	-5181	1430;-32	-243	84;852	-2364	-6224;4108810.000;51.802;30.284
30.54403;15621	-5183	1350;-32	-243	84;921	-2206	-6003;4108810.000;51.802;30.284
30.54852;16015	-5217	1338;-37	-249	87;865	-2030	-5821;4108810.000;51.802;30.284
30.55302;16378	-5134	1251;-37	-249	87;808	-1777	-5720;4108810.000;51.802;30.284
30.55752;16709	-5070	1126;-35	-250	83;579	-1605	-5624;4108810.000;51.802;30.284
30.56202;17125	-5026	926;-35	-250	83;236	-1281	-5547;4108810.000;51.802;30.284
30.56651;17231	-4977	911;-38	-250	83;-150	-1022	-5547;4108835.000;51.802;30.284
30.57101;17407	-4663	782;-38	-250	83;-537	-730	-5626;4108835.000;51.802;30.284
30.57551;17387	-4401	671;-37	-256	86;-1165	-312	-5764;4108835.000;51.802;30.284
30.58001;17364	-4333	556;-37	-256	86;-1753	-150	-5819;4108835.000;51.802;30.284
30.58451;17441	-4375	350;-40	-251	84;-2382	107	-5966;4108835.000;51.802;30.284
30.58900;17482	-4510	208;-40	-251	84;-3029	307	-6159;4108835.000;51.802;30.284
30.59350;17436	-4577	289;-45	-253	85;-3639	489	-6255;4108835.000;51.802;30.284
30.59800;17388	-4644	391;-45	-253	85;-4135	771	-6431;4108835.000;51.802;30.284
30.60250;17464	-4731	402;-43	-258	87;-4849	894	-6608;4108821.000;51.802;30.284
30.60699;17416	-4862	299;-43	-258	87;-5471	1118	-6806;4108821.000;51.802;30.284
30.61149;17468	-5043	157;-43	-255	88;-6102	1264	-6957;4108821.000;51.802;30.284
30.61599;17410	-5194	-49;-43	-255	88;-6763	1449	-6963;4108821.000;51.802;30.284
30.62049;17236	-5200	-130;-47	-257	85;-7391	1585	-6905;4108821.000;51.802;30.284
30.62498;16953	-5085	-260;-47	-257	85;-7934	1728	-6921;4108821.000;51.802;30.284
30.62948;16460	-5177	-403;-52	-263	89;-8519	1877	-6870;4108821.000;51.802;30.284
30.63398;16096	-5290	-456;-52	-263	89;-9072	1779	-6825;4108814.000;51.802;30.284
30.63848;15750	-5554	-382;-45	-267	90;-9465	1789	-6807;4108814.000;51.802;30.284
30.64297;15487	-5956	-320;-45	-267	90;-9823	1656	-6717;4108814.000;51.802;30.284
30.64747;15247	-6171	-109;-59	-264	95;-10002	1510	-6567;4108814.000;51.802;30.284
30.65197;15074	-6234	123;-59	-264	95;-10002	1575	-6509;4108814.000;51.802;30.284
30.65647;14766	-6294	276;-61	-271	98;-9911	1491	-6342;4108814.000;51.798;30.284
30.66096;14374	-6471	429;-61	-271	98;-9757	1368	-6050;4108814.000;51.798;30.284
30.66546;13953	-6774	629;-61	-267	95;-9374	1248	-5980;4108814.000;51.798;30.284
30.66996;13530	-6941	741;-61	-267	95;-8915	1043	-5775;4108799.000;51.798;30.284
30.67446;13164	-6990	815;-63	-274	98;-8287	998	-5531;4108799.000;51.798;30.284
30.67895;12727	-6923	856;-71	-277	104;-7498	764	-5451;4108799.000;51.798;30.284
30.68345;12416	-6893	905;-71	-277	104;-6832	625	-5294;4108799.000;51.798;30.284
30.68795;12181	-6915	940;-78	-279	108;-6128	382	-5060;4108799.000;51.798;30.284
30.69245;12101	-6837	984;-78	-279	108;-5317	110	-5042;4108799.000;51.798;30.284
30.69694;12110	-6773	1027;-70	-279	106;-4786	6	-5074;4108799.000;51.798;30.284
30.70144;12217	-6367	988;-70	-279	106;-4358	-153	-5097;4108799.000;51.798;30.284
30.70594;12117	-5982	1124;-78	-279	106;-3924	-27	-4871;4108792.000;51.798;30.284
30.71044;12000	-5898	1165;-78	-279	106;-3815	-72	-4945;4108792.000;51.798;30.284
30.71493;11906	-5797	1229;-78	-276	108;-3758	-227	-4984;4108792.000;51.798;30.284
30.71943;11981	-5942	1372;-78	-276	108;-3714	-367	-4945;4108792.000;51.798;30.284
30.72393;12302	-6096	1388;-80	-282	109;-3799	-516	-5028;4108792.000;51.798;30.284
30.72843;12653	-6143	1313;-80	-282	109;-3962	-545	-5073;4108792.000;51.798;30.284
30.73292;13012	-6038	1344;-78	-277	110;-4233	-351	-5047;4108792.000;51.798;30.284
30.73742;13070	-5914	1356;-78	-277	110;-4427	-153	-5009;4108792.000;51.798;30.284
