Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
30.40910;17383	-4487	1276;-66	-409	20;-1886	-9703	-12942;4095758.000;50.076;30.707
30.41360;18024	-4555	1245;-66	-409	20;-2078	-10002	-13789;4095670.000;50.076;30.707
30.41810;18374	-4539	1530;-71	-408	21;-2242	-10265	-14634;4095670.000;50.076;30.707
30.42259;18707	-4782	1728;-71	-408	21;-2488	-10725	-15469;4095670.000;50.076;30.707
30.42709;18863	-4990	1824;-74	-413	24;-2665	-10818	-16282;4095670.000;50.076;30.707
30.43159;18509	-5117	2176;-74	-413	24;-2697	-10760	-17105;4095670.000;50.076;30.707
30.43609;17901	-5181	2635;-83	-412	23;-2703	-10779	-17773;4095670.000;50.076;30.707
30.44058;16906	-5181	3121;-83	-412	23;-2642	-10843	-18193;4095670.000;50.076;30.688
30.44508;15986	-5109	3766;-88	-414	33;-2585	-11055	-18306;4095670.000;50.076;30.688
30.44958;15128	-5172	4131;-88	-414	33;-2473	-11630	-18375;4095644.000;50.076;30.688
30.45408;14650	-5080	4552;-96	-416	37;-2277	-11996	-18328;4095644.000;50.076;30.688
30.45857;14273	-5117	5107;-96	-416	37;-2046	-12234	-18153;4095644.000;50.076;30.688
30.46307;14013	-5172	5313;-102	-413	42;-1735	-12395	-17833;4095644.000;50.076;30.688
30.46757;13724	-5310	5657;-102	-413	42;-1286	-12487	-17522;4095644.000;49.983;30.688
30.47207;13382	-5384	5955;-109	-420	46;-866	-12693	-17017;4095644.000;49.983;30.688
30.47656;13141	-5529	6147;-109	-420	46;-237	-12770	-16502;4095644.000;49.983;30.688
30.48106;12992	-5581	6180;-114	-421	49;260	-13162	-15931;4095644.000;49.983;30.688
30.48556;13115	-5580	6003;-114	-421	49;821	-13566	-15385;4095746.000;49.983;30.688
30.49006;13654	-5504	5667;-127	-423	55;1389	-13935	-14776;4095746.000;49.983;30.688
30.49455;14375	-5440	5545;-127	-423	55;1867	-14417	-14263;4095746.000;49.983;30.688
30.49905;15468	-5304	5241;-123	-420	57;2348	-14892	-13545;4095746.000;49.983;30.688
30.50355;17052	-5177	4736;-123	-420	57;2826	-15069	-12835;4095746.000;49.983;30.688
30.50805;17539	-6032	4286;-134	-417	66;2938	-15531	-12443;4095746.000;49.983;30.688
30.51254;19616	-6117	3548;-134	-417	66;3358	-15152	-12487;4095746.000;49.983;30.688
30.51704;21582	-5573	3550;-135	-418	74;3990	-14330	-12242;4095746.000;49.983;30.688
30.52154;21733	-5860	3982;-135	-418	74;4137	-14327	-10327;4095757.000;49.983;30.688
30.52604;22112	-7361	2292;-142	-416	81;4445	-14260	-11062;4095757.000;49.983;30.688
30.53053;23080	-7133	2709;-142	-416	81;5102	-12638	-11536;4095757.000;49.983;30.688
30.53503;22627	-7022	3125;-143	-420	79;5298	-11836	-10808;4095757.000;49.983;30.688
30.53953;22117	-7103	2730;-143	-420	79;5593	-11328	-10645;4095757.000;49.983;30.688
30.54403;21097	-6729	3101;-148	-420	84;5795	-10712	-10328;4095757.000;49.983;30.688
30.54852;20314	-6642	3436;-148	-420	84;5824	-10888	-10123;4095757.000;49.983;30.688
30.55302;20181	-6170	3669;-158	-418	89;5677	-10946	-9364;4095783.000;49.983;30.688
30.55752;19675	-6337	3494;-158	-418	89;5378	-11103	-8809;4095783.000;49.983;30.688
30.56202;19858	-6053	3694;-162	-414	96;5343	-10670	-8724;4095783.000;49.983;30.688
30.56651;19782	-5597	4130;-164	-416	100;5051	-10564	-8077;4095783.000;49.983;30.745
30.57101;19707	-5195	4220;-164	-416	100;4650	-10259	-7462;4095783.000;49.983;30.745
30.57551;19526	-4706	4523;-165	-411	104;4163	-9829	-7073;4095783.000;49.983;30.745
30.58001;19062	-4217	4925;-165	-411	104;3608	-9334	-6502;4095783.000;49.983;30.745
30.58451;18502	-3825	5283;-169	-418	107;3012	-8962	-6093;4095783.000;49.983;30.745
30.58900;17950	-3358	5676;-169	-418	107;2136	-8615	-5516;4095903.000;49.983;30.745
30.59350;17548	-3010	5904;-173	-411	107;1325	-8426	-4948;4095903.000;49.930;30.745
30.59800;17112	-2671	5933;-173	-411	107;404	-8159	-4502;4095903.000;49.930;30.745
30.60250;16704	-2454	5939;-171	-411	116;-568	-7928	-4031;4095903.000;49.930;30.745
30.60699;16244	-2247	5973;-171	-411	116;-1613	-7758	-3601;4095903.000;49.930;30.745
30.61149;15925	-2342	5928;-176	-409	118;-2623	-7581	-3262;4095903.000;49.930;30.745
30.61599;15659	-2518	5879;-176	-409	118;-3665	-7491	-2951;4095903.000;49.930;30.745
30.62049;15370	-2857	5792;-172	-410	118;-4689	-7414	-2735;4095903.000;49.930;30.745
30.62498;15261	-3107	5644;-172	-410	118;-5638	-7267	-2575;4095976.000;49.930;30.745
30.62948;15177	-3375	5410;-179	-406	118;-6558	-7067	-2427;4095976.000;49.930;30.745
30.63398;15118	-3620	5248;-179	-406	118;-7277	-6871	-2383;4095976.000;49.930;30.745
30.63848;15014	-3812	5316;-184	-409	122;-7995	-6650	-2302;4095976.000;49.930;30.745
30.64297;14865	-3985	5283;-184	-409	122;-8813	-6258	-2333;4095976.000;49.930;30.745
30.64747;14939	-3730	5822;-176	-411	128;-9669	-5934	-2390;4095976.000;49.930;30.745
30.65197;14962	-3299	6114;-176	-411	128;-10820	-5452	-2393;4095976.000;49.930;30.745
30.65647;14917	-2709	6060;-183	-411	128;-11763	-5157	-2518;4095976.000;49.930;30.745
30.66096;14849	-2447	6184;-183	-411	128;-12928	-4913	-2356;4096104.000;49.930;30.745
30.66546;14883	-3013	6152;-187	-411	128;-14245	-4691	-2233;4096104.000;49.930;30.745
30.66996;14576	-3872	7503;-187	-411	128;-15926	-4351	-1527;4096104.000;49.930;30.745
30.67446;15027	-4460	6702;-179	-408	125;-17209	-4807	-1957;4096104.000;49.930;30.745
30.67895;15065	-5003	5990;-179	-408	125;-16747	-4528	-2424;4096104.000;49.930;30.745
30.68345;14767	-6464	5006;-187	-409	124;-15304	-4486	-2826;4096104.000;49.930;30.745
30.68795;14055	-9246	3777;-187	-409	124;-13297	-4065	-3111;4096104.000;49.930;30.745
30.69245;12989	-12533	3186;-186	-407	117;-10721	-3766	-3453;4096104.000;49.930;30.707
30.69694;12652	-13994	3749;-186	-407	117;-8191	-3667	-3974;4096144.000;49.930;30.707
30.70144;12414	-13865	4412;-184	-406	121;-5859	-4049	-3789;4096144.000;49.930;30.707
30.70594;12645	-12208	4700;-184	-406	121;-4079	-4312	-4019;4096144.000;49.930;30.707
30.71044;13051	-9092	4963;-187	-405	125;-3063	-4492	-4314;4096144.000;49.930;30.707
30.71493;13884	-6155	5288;-187	-405	125;-2992	-4483	-4540;4096144.000;49.930;30.707
30.71943;14100	-4620	5498;-190	-408	126;-3223	-4374	-4656;4096144.000;49.986;30.707
30.72393;14235	-4405	5868;-190	-408	126;-3489	-4338	-4882;4096144.000;49.986;30.707
30.72843;14176	-5561	6060;-195	-401	130;-3643	-4524	-4939;4096144.000;49.986;30.707
30.73292;14035	-6838	6295;-195	-401	130;-3489	-4694	-4822;4096230.000;49.986;30.707
30.73742;14142	-7713	6283;-195	-395	126;-3242	-4849	-4691;4096230.000;49.986;30.707
30.74192;14269	-7916	6242;-195	-395	126;-2864	-4894	-4575;4096230.000;49.986;30.707
30.74642;14490	-7584	6173;-194	-406	127;-2418	-4771	-4537;4096230.000;49.986;30.707
