Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
0.00450;3027	-10015	13462;163	-244	86;1037	-884	284;4071702.000;58.412;28.873
0.00850;2755	-10076	13558;163	-244	86;867	-874	432;4071702.000;58.412;28.873
0.01250;2451	-10356	13425;157	-242	82;659	-1230	331;4071702.000;58.412;28.873
0.01650;2445	-9256	14066;157	-242	82;290	-1211	165;4071702.000;58.412;28.911
0.02050;2384	-9027	14116;158	-245	87;-101	-1474	177;4071702.000;58.412;28.911
0.02450;2302	-9238	14482;158	-245	87;-493	-1686	86;4071702.000;58.412;28.911
0.02850;2169	-9943	14979;163	-241	83;-506	-1625	111;4071702.000;58.412;28.911
0.03250;2123	-10322	14346;163	-241	83;-364	-1657	-96;4071789.000;58.412;28.911
0.03700;2381	-9654	14028;160	-239	90;-175	-1445	-250;4071789.000;58.412;28.911
0.04150;2271	-8372	14612;160	-239	90;-451	-1076	-112;4071789.000;58.412;28.911
0.04600;2319	-8360	15286;159	-242	87;-602	-675	-108;4071789.000;58.142;28.911
0.05050;2115	-10423	14126;159	-242	87;-191	-389	27;4071789.000;58.142;28.911
0.05500;1732	-10911	13312;157	-243	88;245	-351	-115;4071789.000;58.142;28.911
0.05950;1192	-8885	13076;157	-243	88;415	-219	-294;4071789.000;58.142;28.911
0.06400;1161	-8182	12520;158	-242	88;373	-101	-470;4071789.000;58.142;28.911
0.06850;1667	-9720	11934;158	-242	88;441	-7	-463;4071703.000;58.142;28.911
0.07300;1802	-9911	11599;163	-244	85;697	192	-473;4071703.000;58.142;28.911
0.07750;1431	-9157	11373;163	-244	85;726	358	-385;4071703.000;58.142;28.911
0.08200;1664	-8473	11332;163	-242	81;556	487	-410;4071703.000;58.142;28.911
0.08650;1862	-9422	11380;163	-242	81;498	580	-112;4071703.000;58.142;28.911
0.09100;2400	-10434	10947;160	-235	88;704	853	-206;4071703.000;58.142;28.911
0.09550;2276	-10592	11326;160	-235	88;1085	1132	-93;4071703.000;58.142;28.911
0.10000;2253	-9994	11762;162	-240	91;1249	1170	77;4071703.000;58.142;28.911
0.10450;2342	-9501	12162;162	-240	91;941	1035	-96;4071733.000;58.142;28.911
0.10900;2529	-9567	12415;158	-240	81;508	852	-147;4071733.000;58.142;28.911
0.11350;2931	-9740	12508;158	-240	81;98	1019	-257;4071733.000;58.142;28.911
0.11800;2864	-11132	12638;160	-244	86;-111	942	10;4071733.000;58.142;28.911
0.12250;2926	-11519	12579;160	-244	86;14	1125	7;4071733.000;58.142;28.911
0.12700;2606	-11955	13360;158	-242	86;312	1077	93;4071733.000;58.142;28.911
0.13150;2800	-11241	14029;158	-242	86;383	814	-77;4071733.000;58.142;28.911
0.13600;3360	-10307	14125;163	-245	84;296	576	-171;4071817.000;58.142;28.911
0.14050;3537	-10467	14676;163	-245	84;-11	400	30;4071817.000;58.142;28.873
0.14500;3566	-12006	14354;158	-246	82;56	278	253;4071817.000;58.142;28.873
0.14950;3147	-13119	13839;158	-246	82;418	185	149;4071817.000;58.142;28.873
0.15400;2863	-12320	13820;162	-243	83;883	86	-27;4071817.000;58.142;28.873
0.15850;3082	-10857	13861;162	-243	83;1056	-40	-269;4071817.000;58.142;28.873
0.16300;3284	-10257	13862;157	-244	80;1050	-129	-341;4071817.000;58.142;28.873
0.16750;3242	-10142	13729;157	-244	80;960	-242	-356;4071817.000;58.142;28.873
0.17200;2833	-9857	13552;157	-244	84;736	-290	-316;4071763.000;58.448;28.873
0.17650;2493	-9221	13490;157	-244	84;251	-431	-325;4071763.000;58.448;28.873
0.18100;2156	-9247	13218;158	-242	85;-223	-749	-310;4071763.000;58.448;28.873
