Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
0.00450;-388	8707	10134;-189	-239	-33;-2191	-2236	-1702;4078522.000;55.715;29.656
0.00850;-484	9427	9777;-186	-243	-38;-67	-2686	-1739;4078522.000;55.715;29.656
0.01250;-172	11114	8797;-186	-243	-38;1876	-2962	-1978;4078522.000;55.715;29.656
0.01650;274	13426	8636;-192	-244	-37;3323	-3183	-1943;4078522.000;55.715;29.656
0.02050;834	15667	9715;-192	-244	-37;3614	-3129	-1959;4078522.000;55.715;29.675
0.02450;1570	17699	10111;-191	-242	-33;2726	-3186	-1779;4078522.000;55.715;29.675
0.02850;2382	18689	9867;-191	-242	-33;1434	-2692	-1770;4078558.000;55.715;29.675
0.03250;3066	18944	10182;-192	-240	-35;70	-2028	-1717;4078558.000;55.715;29.675
0.03700;3543	18420	10490;-192	-240	-35;-1309	-1457	-1660;4078558.000;55.715;29.675
0.04150;3613	17258	10412;-194	-243	-35;-2726	-635	-1579;4078558.000;55.715;29.675
0.04600;3453	15943	10293;-194	-243	-35;-3720	36	-1598;4078558.000;55.549;29.675
0.05050;3166	14284	10376;-191	-243	-40;-4323	696	-1495;4078558.000;55.549;29.675
0.05500;2801	12679	10431;-191	-243	-40;-4374	979	-1360;4078558.000;55.549;29.675
0.05950;2419	11014	10189;-183	-248	-32;-3794	1027	-1507;4078558.000;55.549;29.675
0.06400;2110	10240	9963;-183	-248	-32;-2995	1300	-1645;4078546.000;55.549;29.675
0.06850;1673	9531	9459;-190	-248	-38;-2187	1210	-1375;4078546.000;55.549;29.675
0.07300;1401	8943	8914;-190	-248	-38;-1164	1194	-1328;4078546.000;55.549;29.675
0.07750;914	8619	8834;-184	-242	-40;-55	1123	-1360;4078546.000;55.549;29.675
0.08200;554	8875	8644;-184	-242	-40;846	1046	-1570;4078546.000;55.549;29.675
0.08650;484	9702	8575;-186	-244	-35;1411	677	-1447;4078546.000;55.549;29.675
0.09100;418	10082	8039;-186	-244	-35;1828	132	-1008;4078546.000;55.549;29.675
0.09550;513	10390	8021;-184	-247	-38;2149	-9	-995;4078546.000;55.549;29.675
0.10000;837	11199	8474;-184	-247	-38;2232	-208	-977;4078672.000;55.549;29.675
0.10450;1356	11665	8476;-193	-243	-32;1732	-1097	298;4078672.000;55.549;29.675
0.10900;1907	11748	8142;-193	-243	-32;1235	-1194	577;4078672.000;55.549;29.675
0.11350;2477	12348	8356;-190	-244	-42;843	-1062	521;4078672.000;55.549;29.675
0.11800;2984	13092	8804;-190	-244	-42;119	-838	706;4078672.000;55.549;29.675
0.12250;3415	13545	9332;-190	-246	-41;-606	-478	972;4078672.000;55.549;29.675
0.12700;3348	13248	10046;-190	-246	-41;-1251	-61	1233;4078672.000;55.549;29.675
0.13150;2929	12346	11042;-184	-247	-34;-1491	501	834;4078672.000;55.549;29.675
0.13600;2419	11747	11647;-184	-247	-34;-1421	709	728;4078688.000;55.549;29.675
0.14050;2127	11318	11519;-188	-246	-38;-885	311	828;4078688.000;55.549;29.675
0.14500;2181	11288	11231;-188	-246	-38;102	-38	668;4078688.000;55.549;29.675
0.14950;2325	11575	11161;-187	-244	-35;1196	-186	279;4078688.000;55.549;29.675
0.15400;2295	11956	11286;-187	-244	-35;2277	-224	-41;4078688.000;55.549;29.675
0.15850;2754	13483	10775;-189	-247	-33;3245	42	-371;4078688.000;55.549;29.675
