Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
0.00450;10577	-7946	8853;-253	-375	-159;-437	1014	-1653;4109622.000;59.153;28.394
0.00850;10613	-7538	8711;-253	-375	-159;-399	1043	-1669;4109622.000;59.153;28.394
0.01250;10629	-7274	8653;-255	-377	-162;-562	1039	-1832;4109622.000;59.153;28.394
0.01650;10575	-7102	8560;-255	-377	-162;-726	1120	-1868;4109622.000;59.153;28.394
0.02050;10529	-6984	8443;-255	-382	-158;-867	1052	-1801;4109622.000;59.153;28.394
0.02450;10500	-7128	8471;-255	-382	-158;-965	1020	-1875;4109622.000;59.153;28.394
0.02850;10555	-7307	8464;-258	-377	-161;-940	913	-1702;4109622.000;59.153;28.394
0.03250;10615	-7492	8550;-258	-377	-161;-811	822	-1497;4109622.000;59.153;28.394
0.03700;10773	-7438	8451;-258	-377	-162;-515	826	-1544;4109619.000;59.153;28.394
0.04150;10883	-7389	8469;-258	-377	-162;-239	855	-1460;4109619.000;59.153;28.394
0.04600;10901	-7430	8474;-260	-380	-168;192	923	-1432;4109619.000;59.153;28.394
0.05050;10815	-7638	8416;-260	-380	-168;669	1039	-1486;4109619.000;59.153;28.413
0.05500;10696	-7978	8364;-257	-376	-164;1059	1033	-1471;4109619.000;59.153;28.413
0.05950;10705	-8267	8331;-257	-376	-164;1380	975	-1423;4109619.000;59.153;28.413
0.06400;10741	-8365	8234;-263	-377	-166;1518	926	-1602;4109619.000;59.153;28.413
0.06850;10899	-8113	8084;-263	-377	-166;1656	974	-1711;4109620.000;59.153;28.413
0.07300;11060	-7831	8087;-255	-377	-162;1750	942	-1785;4109620.000;59.153;28.413
0.07750;11309	-7562	8101;-255	-377	-162;1572	1127	-1920;4109620.000;59.166;28.413
0.08200;11361	-7488	8080;-264	-373	-162;1383	1315	-1945;4109620.000;59.166;28.413
0.08650;11384	-7661	7965;-264	-373	-162;1172	1528	-2045;4109620.000;59.166;28.413
0.09100;11139	-7788	8083;-266	-373	-159;1031	1697	-2095;4109620.000;59.166;28.413
0.09550;11002	-7952	8140;-266	-373	-159;871	1788	-2166;4109620.000;59.166;28.413
0.10000;10715	-8162	8263;-266	-375	-163;892	1830	-2210;4109620.000;59.166;28.413
0.10450;10562	-8317	8220;-260	-370	-164;905	1765	-2189;4109635.000;59.166;28.413
0.10900;10541	-8154	8406;-260	-370	-164;996	1574	-2234;4109635.000;59.166;28.413
0.11350;10593	-7839	8538;-264	-372	-165;1138	1357	-2282;4109635.000;59.166;28.413
0.11800;10791	-7491	8642;-264	-372	-165;1414	1208	-2275;4109635.000;59.166;28.413
0.12250;10970	-7327	8740;-265	-371	-160;1455	1040	-2220;4109635.000;59.166;28.413
