Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
0.00450;4316	-19763	6441;146	-94	128;325	3833	7629;4095031.000;54.479;30.631
0.00850;4196	-20174	6428;146	-94	128;979	3942	7723;4095031.000;54.479;30.631
0.01250;3864	-20446	6542;143	-87	122;1877	3871	7748;4095031.000;54.479;30.631
0.01650;3665	-20263	6587;143	-87	122;2637	3852	7946;4095031.000;54.479;30.631
0.02050;3541	-19904	6658;142	-88	124;3147	3765	8100;4095066.000;54.479;30.631
0.02450;3484	-19420	6994;142	-88	124;3487	3705	8348;4095066.000;54.479;30.631
0.02850;3616	-19096	7218;143	-87	120;3731	3595	8464;4095066.000;54.479;30.631
0.03250;3694	-18955	7618;143	-87	120;3757	3608	8753;4095066.000;54.479;30.631
0.03700;3954	-18814	7800;144	-85	127;3795	3631	8885;4095066.000;54.479;30.631
0.04150;4045	-18463	7891;144	-85	127;3824	3704	9246;4095066.000;54.522;30.631
0.04600;4047	-18244	7939;140	-86	125;3837	4019	9647;4095066.000;54.522;30.631
0.05050;3792	-18171	8015;140	-86	125;3824	4234	9876;4095066.000;54.522;30.631
0.05500;3416	-18288	8069;139	-75	125;3843	4311	10168;4095041.000;54.522;30.631
0.05950;3012	-18470	8087;139	-75	125;4135	4327	10309;4095041.000;54.522;30.631
0.06400;2753	-18787	7960;139	-74	123;4581	4282	10477;4095041.000;54.522;30.631
0.06850;2571	-18938	7849;139	-74	123;5232	4141	10700;4095041.000;54.522;30.631
0.07300;2451	-18730	7675;134	-66	127;5790	4009	10910;4095041.000;54.522;30.631
0.07750;2368	-18292	7441;134	-66	127;6409	4035	11013;4095041.000;54.522;30.631
0.08200;2153	-17987	7368;131	-65	113;7060	4131	11079;4095041.000;54.522;30.631
0.08650;1811	-17963	7460;131	-65	113;7656	4055	11029;4095041.000;54.522;30.631
0.09100;1569	-18237	7513;133	-58	118;8240	4077	11242;4095096.000;54.522;30.631
0.09550;1252	-19207	7667;133	-58	118;8987	3855	11267;4095096.000;54.522;30.631
0.10000;1210	-19157	7845;126	-53	118;9789	3724	11415;4095096.000;54.522;30.631
0.10450;967	-19194	8045;126	-53	118;10597	3512	11657;4095096.000;54.522;30.631
0.10900;945	-18884	8165;128	-54	108;11312	3415	11770;4095096.000;54.522;30.631
0.11350;875	-18138	8338;128	-54	108;11921	3255	11901;4095096.000;54.522;30.631
0.11800;739	-17203	8503;124	-43	110;12486	3220	12033;4095096.000;54.522;30.631
0.12250;642	-16111	8443;124	-43	110;12903	3171	12102;4095096.000;54.522;30.631
0.12700;619	-15274	8325;120	-43	115;13079	3149	12218;4094890.000;54.522;30.631
0.13150;449	-14966	8325;120	-43	115;13189	3216	12495;4094890.000;54.522;30.631
0.13600;392	-15139	8261;118	-37	97;13269	3281	12641;4094890.000;54.522;30.631
0.14050;473	-15787	8111;118	-37	97;13336	3319	12842;4094890.000;54.522;30.631
0.14500;634	-16864	8003;111	-31	103;13393	3454	12846;4094890.000;54.522;30.631
0.14950;684	-17570	8127;111	-31	103;13333	3765	13018;4094890.000;54.522;30.631
0.15400;476	-17714	8180;107	-28	101;13519	3965	13330;4094890.000;54.522;30.631
0.15850;249	-17306	8188;107	-28	101;13971	4051	13449;4094890.000;54.522;30.631
0.16300;-135	-16634	8670;102	-25	95;14519	4186	13619;4094848.000;54.522;30.631
0.16750;-597	-16324	8976;102	-25	95;15039	4263	13709;4094848.000;54.299;30.631
0.17200;-958	-15960	9341;100	-18	90;15279	4273	13815;4094848.000;54.299;30.631
0.17650;-1251	-15423	9515;100	-18	90;15154	4308	14051;4094848.000;54.299;30.631
0.18100;-1419	-14637	10232;92	-17	85;14991	4311	14264;4094848.000;54.299;30.631
0.18550;-1416	-14381	10953;94	-12	83;14808	4350	14365;4094848.000;54.299;30.631
0.19000;-1386	-14466	11417;94	-12	83;14446	4395	14400;4094848.000;54.299;30.631
0.19450;-1381	-14652	11711;83	-10	86;14205	4478	14491;4094848.000;54.299;30.631
0.19900;-1351	-14874	11828;83	-10	86;14054	4652	14613;4095006.000;54.299;30.631
0.20350;-1366	-14701	11978;81	-3	80;13794	4909	14952;4095006.000;54.299;30.631
0.20800;-1496	-14201	11825;81	-3	80;13435	5242	15284;4095006.000;54.299;30.631
0.21250;-1544	-13579	11775;68	2	78;13128	5714	15265;4095006.000;54.299;30.631
0.21700;-1940	-13298	11747;68	2	78;12810	6174	15331;4095006.000;54.299;30.631
0.22150;-2608	-13037	11706;68	7	77;12502	6498	15391;4095006.000;54.299;30.631
0.22600;-3104	-12849	11790;68	7	77;12284	6626	15341;4095006.000;54.299;30.631
0.23050;-3574	-12842	11834;63	15	70;11989	6668	15511;4095006.000;54.299;30.631
0.23500;-3842	-12870	11792;63	15	70;11582	6508	15611;4094960.000;54.299;30.631
0.23950;-4033	-12834	11892;56	22	72;11203	6427	15552;4094960.000;54.299;30.631
0.24400;-4242	-12879	11956;56	22	72;11014	6190	15617;4094960.000;54.299;30.631
0.24850;-4136	-12943	11848;51	19	73;10838	5990	15570;4094960.000;54.299;30.631
0.25300;-3925	-12689	11645;51	19	73;10796	5788	15655;4094960.000;54.299;30.631
0.25750;-3642	-12301	11505;47	23	70;10671	5891	15705;4094960.000;54.299;30.631
0.26200;-3509	-11763	11529;47	23	70;10520	6244	15853;4094960.000;54.299;30.650
0.26650;-3586	-11417	11363;30	30	72;10356	6469	15966;4094895.000;54.299;30.650
0.27100;-3803	-10938	11107;30	30	72;10013	6784	16032;4094895.000;54.299;30.650
