Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
0.00450;13709	7334	9455;-226	-417	-48;-7691	-2345	-14388;4107621.000;54.802;30.431
0.00850;13788	7460	9438;-235	-419	-44;-7858	-2401	-14535;4107621.000;54.802;30.431
0.01250;13776	7498	9580;-235	-419	-44;-8012	-2336	-14730;4107621.000;54.802;30.431
0.01650;13875	7560	9712;-238	-417	-52;-8096	-2427	-14627;4107621.000;54.802;30.431
0.02050;13979	7593	9940;-238	-417	-52;-8197	-2534	-14666;4107621.000;54.802;30.431
0.02450;14256	7530	10200;-245	-421	-46;-8188	-2796	-14701;4107621.000;54.802;30.431
0.02850;14686	7592	10082;-245	-421	-46;-8097	-3023	-14704;4107640.000;54.802;30.431
0.03250;15179	7744	9935;-250	-418	-48;-7996	-2959	-14791;4107640.000;54.802;30.431
0.03700;15356	8143	9731;-250	-418	-48;-7984	-2701	-14862;4107640.000;54.802;30.431
0.04150;15346	8466	9644;-254	-415	-44;-8109	-2160	-14971;4107640.000;54.802;30.431
0.04600;15116	8728	9804;-254	-415	-44;-8301	-1667	-15038;4107640.000;54.802;30.431
0.05050;14738	8966	9857;-262	-418	-48;-8590	-1256	-15118;4107640.000;54.802;30.431
0.05500;14121	9005	10288;-262	-418	-48;-8992	-1137	-15108;4107640.000;54.802;30.431
0.05950;13784	8993	10038;-268	-414	-44;-9332	-1218	-15012;4107640.000;54.802;30.376
0.06400;13566	8995	10117;-268	-414	-44;-9762	-1247	-14925;4107652.000;54.802;30.376
0.06850;13440	9011	10027;-274	-413	-43;-10133	-1451	-14774;4107652.000;54.802;30.376
0.07300;13530	8883	10057;-274	-413	-43;-10520	-1544	-14584;4107652.000;54.802;30.376
0.07750;13534	8588	10072;-272	-410	-39;-10799	-1645	-14481;4107652.000;54.802;30.376
0.08200;13607	8319	10018;-272	-410	-39;-10963	-1622	-14231;4107652.000;54.802;30.376
0.08650;13518	7898	10074;-288	-414	-47;-11000	-1648	-14045;4107652.000;54.802;30.376
0.09100;13583	7630	10114;-295	-404	-49;-10840	-1795	-13811;4107652.000;54.802;30.376
0.09550;13733	7402	10193;-295	-404	-49;-10407	-2028	-13644;4107652.000;54.802;30.376
0.10000;13907	7365	10021;-293	-412	-46;-10032	-2171	-13509;4107664.000;54.802;30.376
0.10450;14055	7572	9991;-293	-412	-46;-9740	-2135	-13298;4107664.000;54.802;30.376
0.10900;14166	8028	9679;-296	-407	-42;-9501	-2173	-13241;4107664.000;54.802;30.376
0.11350;14063	8451	9551;-296	-407	-42;-9508	-1998	-13068;4107664.000;54.802;30.376
0.11800;13726	8685	9455;-307	-407	-47;-9536	-1933	-12975;4107664.000;54.802;30.376
0.12250;13441	8811	9352;-307	-407	-47;-9737	-1902	-12933;4107664.000;54.802;30.376
0.12700;13186	8889	9283;-312	-408	-43;-9922	-2122	-12805;4107664.000;54.802;30.376
0.13150;13037	8805	9237;-312	-408	-43;-10105	-2249	-12689;4107664.000;54.802;30.376
0.13600;12998	8760	9263;-316	-407	-46;-10388	-2534	-12609;4107668.000;54.802;30.376
0.14050;12996	8707	9206;-316	-407	-46;-10564	-2691	-12527;4107668.000;54.802;30.376
0.14500;12955	8595	9102;-314	-401	-41;-10758	-2750	-12402;4107668.000;54.802;30.376
0.14950;12896	8529	9129;-314	-401	-41;-10950	-2899	-12216;4107668.000;54.802;30.376
0.15400;12904	8357	9181;-323	-399	-46;-11076	-3006	-12075;4107668.000;54.802;30.376
0.15850;12912	8253	9124;-323	-399	-46;-11186	-3059	-11911;4107668.000;54.802;30.376
0.16300;12873	8290	9240;-327	-395	-38;-11182	-3270	-11661;4107668.000;54.802;30.376
0.16750;13121	8334	9174;-327	-395	-38;-11126	-3588	-11555;4107668.000;54.802;30.376
0.17200;13531	8373	9045;-333	-398	-46;-11035	-3889	-11526;4107674.000;54.802;30.376
0.17650;14016	8646	8988;-333	-398	-46;-10859	-3997	-11435;4107674.000;54.802;30.376
0.18100;14364	8909	8892;-341	-399	-41;-10790	-3913	-11441;4107674.000;54.802;30.376
0.18550;14682	9191	8865;-341	-399	-41;-10670	-3622	-11521;4107674.000;54.802;30.394
0.19000;14649	9626	8874;-341	-394	-38;-10699	-3362	-11525;4107674.000;54.802;30.394
0.19450;14467	9923	9051;-341	-394	-38;-10768	-2923	-11610;4107674.000;54.802;30.394
0.19900;14075	10000	9293;-339	-394	-47;-10913	-2628	-11722;4107674.000;54.802;30.394
0.20350;13667	9973	9566;-339	-394	-47;-11101	-2379	-11825;4107701.000;54.802;30.394
0.20800;13209	9906	9689;-345	-393	-47;-11199	-2190	-11821;4107701.000;54.802;30.394
0.21250;12826	9698	9867;-345	-393	-47;-11286	-2151	-11831;4107701.000;53.957;30.394
0.21700;12509	9333	9807;-353	-387	-38;-11183	-2213	-11821;4107701.000;54.749;30.394
0.22150;12373	8881	9816;-353	-387	-38;-11107	-2255	-11745;4107701.000;54.749;30.394
0.22600;12092	8403	9788;-353	-384	-48;-11022	-2368	-11604;4107701.000;54.749;30.394
0.23050;11934	8053	9818;-353	-384	-48;-10777	-2383	-11428;4107701.000;54.749;30.394
0.23500;11746	7696	9835;-359	-387	-44;-10397	-2455	-11249;4107701.000;54.749;30.394
0.23950;11643	7406	9806;-359	-387	-44;-9897	-2646	-11057;4107686.000;54.749;30.394
0.24400;11563	7113	9886;-361	-379	-46;-9426	-2680	-10931;4107686.000;54.749;30.394
0.24850;11471	7000	10103;-361	-379	-46;-8967	-2787	-10758;4107686.000;54.749;30.394
0.25300;11407	7156	10325;-372	-381	-53;-8376	-2625	-10505;4107686.000;54.749;30.394
0.25750;11221	7285	10473;-372	-381	-53;-8075	-2618	-10441;4107686.000;54.749;30.394
0.26200;10974	7513	10668;-369	-378	-51;-7899	-2596	-10444;4107686.000;54.749;30.394
0.26650;10752	7657	10897;-369	-378	-51;-7742	-2651	-10409;4107686.000;54.749;30.394
0.27100;10547	7814	11221;-374	-380	-51;-7748	-2593	-10351;4107686.000;54.749;30.394
0.27550;10402	7901	11377;-374	-380	-51;-7754	-2618	-10316;4107654.000;54.749;30.394
0.28000;10206	8068	11545;-372	-379	-53;-7833	-2745	-10434;4107654.000;54.749;30.394
0.28450;10136	8005	11480;-372	-379	-53;-7924	-2615	-10351;4107654.000;54.749;30.394
0.28900;10050	7879	11353;-380	-370	-49;-8207	-2797	-10229;4107654.000;54.749;30.394
0.29350;9921	7669	11280;-380	-370	-49;-8417	-2771	-10191;4107654.000;54.749;30.394
0.29800;9929	7476	11499;-382	-370	-51;-8578	-2777	-9947;4107654.000;54.749;30.394
0.30250;9944	7242	11365;-382	-370	-51;-8552	-2858	-9819;4107654.000;54.749;30.394
0.30700;9867	6911	11352;-387	-368	-54;-8505	-2793	-9633;4107654.000;54.749;30.394
0.31150;9805	6683	11290;-389	-366	-56;-8395	-2767	-9531;4107639.000;54.749;30.413
0.31600;9662	6478	11191;-389	-366	-56;-8153	-2732	-9297;4107639.000;54.749;30.413
0.32050;9503	6193	11293;-393	-364	-49;-7936	-2657	-9009;4107639.000;54.749;30.413
0.32500;9432	6052	11101;-393	-364	-49;-7591	-2725	-8717;4107639.000;54.749;30.413
0.32950;9389	6000	11007;-390	-360	-50;-7258	-2787	-8544;4107639.000;54.749;30.413
0.33400;9297	6065	10984;-390	-360	-50;-6994	-2913	-8180;4107639.000;54.749;30.413
0.33850;9354	6108	10992;-391	-364	-55;-6799	-2897	-8032;4107639.000;54.749;30.413
0.34300;9427	6265	11005;-391	-364	-55;-6692	-2881	-7901;4107639.000;54.680;30.413
0.34750;9376	6298	11172;-400	-357	-56;-6598	-2875	-7574;4107637.000;54.680;30.413
0.35200;9392	6326	11278;-400	-357	-56;-6579	-2891	-7452;4107637.000;54.680;30.413
0.35650;9456	6354	11407;-404	-355	-54;-6648	-2842	-7276;4107637.000;54.680;30.413
0.36100;9439	6366	11409;-404	-355	-54;-6698	-2764	-6943;4107637.000;54.680;30.413
0.36550;9440	6415	11391;-402	-352	-49;-6686	-2803	-6850;4107637.000;54.680;30.413
0.37000;9502	6475	11485;-402	-352	-49;-6711	-2780	-6802;4107637.000;54.680;30.413
0.37450;9569	6530	11524;-407	-350	-60;-6821	-2703	-6520;4107637.000;54.680;30.413
0.37900;9587	6523	11516;-407	-350	-60;-6827	-2489	-6485;4107657.000;54.680;30.413
0.38350;9487	6503	11469;-406	-356	-56;-6890	-2526	-6441;4107657.000;54.680;30.413
0.38800;9364	6313	11365;-406	-356	-56;-6934	-2338	-6255;4107657.000;54.680;30.413
0.39250;9207	6212	11394;-405	-351	-62;-6962	-2309	-6118;4107657.000;54.680;30.413
