Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
0.00450;-295	12522	12124;-112	-125	-42;-971	1647	3038;4101693.000;52.409;30.955
0.00850;-404	11975	11752;-112	-125	-42;-955	1374	3038;4101693.000;52.409;30.955
0.01250;113	11452	11712;-102	-117	-41;-872	1008	3245;4101693.000;52.409;30.936
0.01650;1033	11278	11439;-102	-117	-41;-756	905	3218;4101693.000;52.409;30.936
0.02050;1467	10954	11292;-109	-120	-45;-388	1255	3155;4101688.000;52.409;30.936
0.02450;1444	10737	11469;-109	-121	-45;29	1563	3130;4101688.000;52.409;30.936
0.02850;1120	10551	11751;-109	-121	-45;443	1811	3007;4101688.000;52.409;30.936
0.03250;656	10586	12032;-107	-122	-43;690	1932	3066;4101688.000;52.409;30.936
0.03700;547	10724	12417;-107	-122	-43;822	1872	3044;4101688.000;52.409;30.936
0.04150;556	10860	12438;-110	-121	-44;841	1740	3164;4101688.000;52.563;30.936
0.04600;838	10706	12560;-110	-121	-44;924	1624	3211;4101688.000;52.563;30.936
0.05050;1102	10180	12470;-110	-116	-42;1126	1528	3119;4101688.000;52.563;30.936
0.05500;1354	9868	12505;-110	-116	-42;1424	1653	3201;4101734.000;52.563;30.936
0.05950;1680	10392	12164;-111	-116	-43;1437	1994	3210;4101734.000;52.563;30.936
0.06400;1493	11341	12286;-111	-116	-43;1142	2552	3267;4101734.000;52.563;30.936
0.06850;876	12347	12710;-108	-113	-43;770	2713	3214;4101734.000;52.563;30.936
0.07300;123	12817	12815;-108	-113	-43;7	2652	3080;4101734.000;52.563;30.936
0.07750;-196	12717	12698;-110	-118	-41;-574	2132	3089;4101734.000;52.563;30.936
0.08200;-56	12164	12277;-110	-118	-41;-885	1551	3000;4101734.000;52.563;30.936
0.08650;277	11323	11778;-111	-120	-40;-801	1402	2991;4101734.000;52.563;30.936
0.09100;656	10947	11131;-111	-120	-40;-599	1541	2840;4101859.000;52.563;30.936
0.09550;785	11196	11100;-119	-114	-42;-221	1894	2799;4101859.000;52.563;30.936
0.10000;508	11851	11303;-119	-114	-42;45	2199	2639;4101859.000;52.563;30.936
0.10450;-30	12268	11711;-111	-112	-42;193	2289	2514;4101859.000;52.563;30.936
0.10900;-379	12090	11878;-111	-112	-42;276	2032	2476;4101859.000;52.563;30.936
0.11350;-356	11618	11802;-112	-113	-43;340	1666	2548;4101859.000;52.563;30.936
0.11800;77	11072	11707;-112	-113	-43;481	1419	2398;4101859.000;52.563;30.936
0.12250;439	10473	11641;-110	-113	-46;773	1461	2508;4101859.000;52.563;30.936
0.12700;620	10142	11662;-110	-113	-46;1146	1608	2304;4101823.000;52.563;30.936
0.13150;653	10424	11731;-116	-113	-42;1421	1984	2254;4101823.000;52.563;30.936
0.13600;464	11041	12119;-116	-113	-42;1293	2357	2392;4101823.000;52.563;30.917
0.14050;169	11598	12531;-118	-107	-41;793	2315	2254;4101823.000;52.563;30.917
0.14500;79	11712	12845;-118	-107	-41;206	1990	2354;4101823.000;52.563;30.917
0.14950;69	11503	12722;-116	-111	-45;-375	1698	2342;4101823.000;52.563;30.917
0.15400;369	11010	12489;-116	-111	-45;-795	1509	2394;4101823.000;52.563;30.917
0.15850;593	10674	12304;-109	-113	-40;-946	1570	2325;4101823.000;52.563;30.917
0.16300;678	10688	12231;-109	-113	-40;-897	1750	2285;4101792.000;52.563;30.917
0.16750;632	10895	12044;-117	-114	-38;-760	1949	2194;4101792.000;52.466;30.917
0.17200;447	11094	12134;-117	-114	-38;-587	1923	2222;4101792.000;52.466;30.917
0.17650;389	11383	11969;-121	-113	-37;-487	1821	2141;4101792.000;52.466;30.917
0.18100;381	11511	11915;-121	-113	-37;-340	1823	2072;4101792.000;52.466;30.917
0.18550;396	11651	12008;-112	-116	-34;-32	1856	2031;4101792.000;52.466;30.917
0.19000;480	11708	11875;-112	-116	-34;186	1846	1908;4101792.000;52.466;30.917
0.19450;324	11560	12090;-122	-108	-36;671	1897	1807;4101924.000;52.466;30.917
0.19900;360	11637	12083;-122	-108	-36;1033	1884	1701;4101924.000;52.466;30.917
0.20350;355	11567	12128;-114	-103	-40;1290	2007	1672;4101924.000;52.466;30.917
0.20800;373	11664	12241;-114	-103	-40;1492	2067	1647;4101924.000;52.466;30.917
0.21250;367	11630	12035;-113	-111	-36;1591	2045	1556;4101924.000;52.466;30.917
0.21700;425	11346	12170;-113	-111	-36;1639	2042	1619;4101924.000;52.466;30.917
0.22150;517	11411	12052;-121	-108	-38;1524	2064	1685;4101924.000;52.466;30.917
0.22600;626	11619	11886;-121	-108	-38;1312	2203	1626;4101924.000;52.466;30.917
0.23050;482	11883	12207;-123	-114	-41;1094	2286	1752;4101884.000;52.466;30.917
0.23500;418	11909	12269;-123	-114	-34;937	2219	1717;4101884.000;52.466;30.917
0.23950;246	11971	12316;-114	-108	-34;655	2222	1805;4101884.000;52.466;30.917
0.24400;333	11864	12457;-119	-109	-36;565	1997	1864;4101884.000;52.466;30.917
0.24850;532	11948	12212;-119	-109	-36;392	1987	1923;4101884.000;52.466;30.917
0.25300;634	12246	12322;-120	-108	-40;202	2074	2140;4101884.000;52.466;30.917
0.25750;668	12497	12420;-120	-108	-40;-96	2109	2159;4101884.000;52.466;30.917
0.26200;649	12500	12503;-122	-111	-34;-471	2058	2354;4101884.000;52.466;30.917
0.26650;668	12403	12495;-122	-111	-34;-939	1859	2442;4101759.000;52.466;30.936
0.27100;906	12199	12422;-122	-103	-34;-1266	1650	2615;4101759.000;52.466;30.936
0.27550;1337	11950	12396;-122	-103	-34;-1363	1544	2765;4101759.000;52.466;30.936
0.28000;1632	11902	12224;-124	-106	-38;-1449	1663	2790;4101759.000;52.466;30.936
0.28450;1807	12125	12308;-124	-106	-38;-1337	1801	2769;4101759.000;52.466;30.936
0.28900;1735	13219	12019;-122	-106	-41;-1247	1971	2762;4101759.000;52.466;30.936
0.29350;1068	14129	12226;-122	-106	-41;-1061	2485	2558;4101759.000;52.666;30.936
0.29800;7	13539	12981;-122	-108	-38;-878	2478	2589;4101759.000;52.666;30.936
0.30250;99	12105	12947;-122	-108	-38;-702	1605	2740;4101852.000;52.666;30.936
0.30700;1494	11458	12402;-123	-108	-38;-465	1063	2818;4101852.000;52.666;30.936
0.31150;2908	11631	11913;-123	-108	-38;-28	1297	2991;4101852.000;52.666;30.936
0.31600;3217	12246	11826;-125	-109	-41;559	2180	2714;4101852.000;52.666;30.936
0.32050;2292	12798	12275;-125	-109	-41;902	2967	2561;4101852.000;52.666;30.936
0.32500;963	12954	12981;-123	-106	-37;912	2864	2539;4101852.000;52.666;30.936
0.32950;680	12863	13092;-123	-106	-37;767	2109	2535;4101852.000;52.666;30.936
0.33400;1320	12843	12883;-127	-101	-35;594	1477	2652;4101852.000;52.666;30.936
0.33850;2326	12839	12743;-127	-101	-35;376	1367	2708;4101957.000;52.666;30.936
0.34300;2932	12944	12709;-126	-107	-36;312	1656	2570;4101957.000;52.666;30.936
0.34750;2816	13058	12619;-126	-107	-36;260	2010	2441;4101957.000;52.666;30.936
0.35200;2417	13093	12863;-127	-102	-40;196	2125	2266;4101957.000;52.666;30.936
0.35650;2173	13506	13022;-127	-102	-40;-121	2145	2093;4101957.000;52.666;30.936
0.36100;2136	13922	12956;-126	-106	-42;-477	2032	2084;4101957.000;52.666;30.936
0.36550;2185	13912	12954;-126	-106	-42;-734	1900	1876;4101957.000;52.666;30.936
0.37000;2176	13636	12769;-126	-103	-38;-974	1807	1748;4101957.000;52.666;30.936
0.37450;2247	13256	12481;-126	-103	-38;-1225	1852	1500;4101996.000;52.666;30.936
0.37900;2282	12890	12325;-125	-105	-37;-1308	1926	1321;4101996.000;52.666;30.936
0.38350;2256	12411	12153;-125	-105	-37;-1269	1974	1107;4101996.000;52.666;30.936
0.38800;2165	11973	11937;-124	-102	-36;-1173	2051	1038;4101996.000;52.666;30.936
0.39250;2172	11667	11787;-124	-102	-36;-1026	2025	881;4101996.000;52.666;30.917
0.39700;2166	11516	11707;-133	-101	-33;-814	2106	734;4101996.000;52.666;30.917
0.40150;2029	11413	11678;-133	-101	-33;-583	2174	569;4101996.000;52.666;30.917
0.40600;1900	11134	11485;-127	-107	-44;-295	2193	430;4101996.000;52.666;30.917
0.41050;1783	10869	11448;-127	-107	-44;61	2161	349;4101957.000;52.666;30.917
0.41500;1816	10863	11390;-124	-103	-34;408	2161	186;4101957.000;52.666;30.917
0.41950;2022	11103	11398;-124	-103	-34;709	2248	125;4101957.000;52.429;30.917
0.42400;1911	11267	11500;-129	-99	-37;966	2385	-79;4101957.000;52.429;30.917
0.42850;1901	11302	11580;-129	-99	-37;1216	2430	-85;4101957.000;52.429;30.917
0.43300;1878	11282	11606;-126	-100	-29;1277	2511	-299;4101957.000;52.429;30.917
0.43750;1889	11083	11633;-126	-100	-29;1469	2481	-358;4101957.000;52.429;30.917
0.44200;2003	11018	11660;-131	-105	-34;1630	2466	-399;4101957.000;52.429;30.917
0.44650;2124	11156	11683;-128	-99	-35;1626	2630	-456;4101975.000;52.429;30.917
0.45100;2101	11804	12327;-128	-99	-35;1659	2703	-468;4101975.000;52.429;30.917
0.45550;1798	14692	11717;-127	-99	-38;1228	3195	-593;4101975.000;52.429;30.917
0.46000;-350	15074	12653;-127	-99	-38;953	4283	-1246;4101975.000;52.429;30.917
0.46450;-1559	10764	14033;-125	-98	-34;-93	2270	-442;4101975.000;52.429;30.917
0.46900;1190	8514	12750;-125	-98	-34;-1305	-736	211;4101975.000;52.429;30.917
0.47350;5069	10992	9283;-128	-99	-34;-2408	96	194;4101975.000;52.429;30.917
0.47800;5240	12906	9826;-128	-99	-34;-3162	2427	18;4101975.000;52.429;30.917
0.48250;2548	12708	11485;-129	-103	-44;-3085	3288	-600;4101941.000;52.429;30.917
0.48700;-590	10602	12106;-129	-103	-44;-2161	2857	-989;4101941.000;52.429;30.917
0.49150;-1562	8019	11508;-130	-101	-42;-1462	1088	-462;4101941.000;52.429;30.917
0.49600;846	7518	10849;-130	-101	-42;-1045	-139	47;4101941.000;52.429;30.917
0.50050;3750	8863	10318;-131	-99	-37;-554	317	-41;4101941.000;52.429;30.917
0.50500;4905	10421	10374;-131	-99	-37;263	1618	-304;4101941.000;52.429;30.917
0.50950;3591	10846	10900;-133	-99	-34;1062	2559	-628;4101941.000;52.429;30.917
0.51400;1650	10598	11545;-133	-99	-34;1501	2469	-853;4101941.000;52.429;30.917
0.51850;811	10599	11679;-130	-94	-42;1565	1670	-944;4101977.000;52.429;30.975
0.52300;1563	11177	11754;-130	-94	-42;1482	1085	-989;4101977.000;52.429;30.975
0.52750;2665	11849	11670;-130	-93	-38;1232	998	-886;4101977.000;52.429;30.975
0.53200;3317	11798	11792;-130	-93	-38;1152	1294	-1036;4101977.000;52.429;30.975
0.53650;3192	11433	11877;-131	-96	-33;969	1551	-1134;4101977.000;52.429;30.975
0.54100;2687	11159	12088;-131	-96	-33;610	1698	-1218;4101977.000;52.429;30.975
0.54550;2308	11529	12170;-135	-96	-33;145	1576	-1190;4101977.000;52.489;30.975
