Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
0.00450;-1075	-6063	15649;-431	86	-179;-7	1699	161;4108491.000;54.145;30.303
0.00850;-1611	-6382	15809;-431	86	-179;-212	1751	21;4108491.000;54.145;30.303
0.01250;-2174	-6139	15532;-436	89	-167;-843	1200	-358;4108491.000;54.145;30.303
0.01650;-2081	-6691	15888;-436	89	-167;-419	1216	-579;4108491.000;54.145;30.303
0.02050;-2314	-6458	15308;-429	93	-170;-1073	714	-873;4108491.000;54.145;30.303
0.02450;-2044	-6444	15407;-429	93	-170;-1274	720	-838;4108491.000;54.145;30.303
0.02850;-1921	-6726	15501;-423	92	-175;-1236	1002	-514;4108483.000;54.145;30.303
0.03250;-2015	-6984	15629;-423	92	-175;-1233	1440	-197;4108483.000;54.145;30.303
0.03700;-2372	-6856	15202;-431	96	-170;-1419	1465	-249;4108483.000;54.145;30.303
0.04150;-2577	-6974	15156;-431	96	-170;-1428	1316	-271;4108483.000;54.145;30.303
0.04600;-2564	-7171	15193;-431	88	-178;-1255	1077	-585;4108483.000;54.145;30.303
0.05050;-3028	-6990	15236;-431	88	-178;-1453	707	-764;4108483.000;54.145;30.303
0.05500;-2928	-7379	15463;-426	89	-172;-1245	383	-1146;4108483.000;54.145;30.284
0.05950;-1571	-7175	14823;-426	89	-172;-699	442	-1543;4108483.000;54.145;30.284
0.06400;-1966	-7385	15411;-423	90	-175;-780	1151	-828;4108484.000;54.145;30.284
0.06850;-2179	-7150	15117;-423	90	-175;-815	915	-886;4108484.000;54.145;30.284
0.07300;-2318	-6983	15187;-425	91	-175;-840	879	-860;4108484.000;54.145;30.284
0.07750;-2369	-6931	15153;-425	91	-175;-793	700	-928;4108484.000;54.145;30.284
0.08200;-2296	-6876	15163;-428	98	-177;-733	759	-985;4108484.000;54.145;30.284
0.08650;-2415	-6871	15104;-428	98	-177;-818	707	-1091;4108484.000;54.188;30.284
0.09100;-2432	-6643	15117;-420	97	-171;-856	671	-1350;4108484.000;54.188;30.284
0.09550;-2486	-6986	15241;-420	97	-171;-843	636	-1437;4108484.000;54.188;30.284
0.10000;-2368	-6801	15117;-423	90	-178;-724	516	-1555;4108467.000;54.188;30.284
0.10450;-2414	-7020	15265;-423	90	-178;-871	438	-1655;4108467.000;54.188;30.284
0.10900;-1730	-7373	15239;-421	99	-167;-972	-90	-1926;4108467.000;54.188;30.284
0.11350;-1045	-7250	14980;-421	99	-167;-1107	114	-1641;4108467.000;54.188;30.284
0.11800;-1418	-7721	15045;-421	96	-174;-1025	756	-1347;4108467.000;54.188;30.284
0.12250;-1967	-7997	14962;-421	96	-174;-780	801	-1443;4108467.000;54.188;30.284
0.12700;-2058	-8280	14828;-417	103	-168;-526	672	-1495;4108467.000;54.188;30.284
0.13150;-2212	-8285	14864;-417	103	-168;-127	548	-1293;4108467.000;54.188;30.284
0.13600;-2535	-8411	14989;-421	97	-168;78	432	-1258;4108480.000;54.188;30.284
0.14050;-2388	-8340	14977;-421	97	-168;389	53	-1306;4108480.000;54.188;30.284
0.14500;-2210	-8026	14936;-421	99	-171;568	-64	-1248;4108480.000;54.188;30.284
0.14950;-2177	-7757	14947;-421	99	-171;794	-216	-1194;4108480.000;54.188;30.284
0.15400;-2031	-7544	15088;-420	99	-170;829	-382	-1120;4108480.000;54.188;30.284
0.15850;-1763	-7311	15119;-420	99	-170;1058	-427	-1104;4108480.000;54.188;30.284
0.16300;-1691	-7244	15141;-426	95	-170;1068	-356	-1049;4108480.000;54.188;30.284
0.16750;-1647	-7226	15151;-426	95	-170;1042	-356	-940;4108480.000;54.188;30.284
0.17200;-1630	-7165	15099;-420	104	-173;1143	-200	-921;4108452.000;54.188;30.284
0.17650;-1806	-7241	15120;-420	104	-173;1244	-158	-899;4108452.000;54.188;30.284
0.18100;-1857	-7292	15069;-420	102	-166;1212	-203	-803;4108452.000;54.188;30.284
0.18550;-2121	-7350	15058;-420	102	-166;1303	-28	-784;4108452.000;54.188;30.303
0.19000;-2385	-7478	15062;-416	96	-172;1435	-129	-784;4108452.000;54.188;30.303
0.19450;-2510	-7412	15208;-416	96	-172;1545	-336	-761;4108452.000;54.188;30.303
0.19900;-2351	-7303	15095;-419	102	-169;1608	-547	-845;4108452.000;54.188;30.303
0.20350;-926	-7216	14770;-422	100	-162;2104	302	-140;4108452.000;54.188;30.303
0.20800;-2402	-7176	15582;-422	100	-162;2007	153	-89;4108452.000;54.188;30.303
0.21250;-2964	-6722	14989;-422	98	-170;452	1974	2141;4108452.000;54.258;30.303
0.21700;-5445	-9278	17412;-422	98	-170;888	-226	1241;4108452.000;54.258;30.303
0.22150;-1708	-5555	13880;-425	98	-166;1790	-1995	-1479;4108452.000;54.258;30.303
0.22600;-2139	-7348	15971;-425	98	-166;1552	-307	-373;4108452.000;54.258;30.303
0.23050;-1387	-7026	15200;-426	98	-172;1344	-1289	-1526;4108452.000;54.258;30.303
0.23500;-737	-7031	15114;-426	98	-172;1193	-417	-1263;4108452.000;54.258;30.303
0.23950;-871	-7049	15373;-420	95	-169;1284	202	-523;4108456.000;54.258;30.303
0.24400;-1727	-6543	15331;-420	95	-169;1020	860	329;4108456.000;54.258;30.303
0.24850;-3469	-7285	15370;-425	100	-173;693	558	1274;4108456.000;54.258;30.303
0.25300;-2502	-7459	14808;-425	100	-173;2148	-906	-437;4108456.000;54.258;30.303
0.25750;-1721	-7949	14585;-428	98	-166;3091	-242	-870;4108456.000;54.258;30.303
0.26200;-1163	-7031	14122;-428	98	-166;3076	1135	-248;4108456.000;54.258;30.303
0.26650;-7581	-5245	16172;-433	93	-172;-1208	1093	3147;4108456.000;54.258;30.303
0.27100;-1928	-7406	16347;-433	93	-172;5021	-3029	-3035;4108456.000;54.258;30.303
0.27550;-458	-6989	15175;-431	92	-163;3748	309	-700;4108417.000;54.258;30.303
0.28000;-1458	-7520	15129;-431	92	-163;3478	798	-540;4108417.000;54.258;30.303
0.28450;-1389	-7590	14965;-434	91	-173;4191	1508	-834;4108417.000;54.258;30.303
0.28900;-3221	-7221	15562;-434	91	-173;4242	1349	-783;4108417.000;54.258;30.303
0.29350;-2628	-6229	14685;-436	93	-161;3883	649	-831;4108417.000;54.258;30.303
0.29800;-2095	-5923	15184;-436	93	-161;4889	2100	864;4108417.000;54.258;30.303
0.30250;-5605	-5440	15694;-437	93	-166;2824	435	988;4108417.000;54.258;30.303
0.30700;-3686	-5572	15271;-437	93	-166;2526	-2844	-1452;4108417.000;54.258;30.303
0.31150;-779	-4856	15162;-443	89	-169;2406	-2238	-838;4108447.000;54.258;30.284
0.31600;-991	-6507	16758;-443	89	-169;2494	-2387	-1731;4108447.000;54.258;30.284
0.32050;990	-5199	14372;-441	91	-168;2695	-1548	-2452;4108447.000;54.258;30.284
0.32500;-243	-5664	15998;-441	91	-168;1953	241	-1078;4108447.000;54.258;30.284
0.32950;-745	-7488	15634;-443	87	-158;1272	49	-1206;4108447.000;54.258;30.284
0.33400;-1735	-6847	15168;-443	87	-158;2020	860	-479;4108447.000;54.258;30.284
0.33850;-1828	-5639	14879;-444	84	-160;2485	788	-201;4108447.000;54.129;30.284
0.34300;-2742	-9074	16689;-444	84	-160;4047	1225	1017;4108447.000;54.129;30.284
0.34750;-2645	-6080	15047;-445	88	-161;4339	1206	498;4108453.000;54.129;30.284
0.35200;-5245	-4895	15627;-445	88	-161;2148	-1574	-30;4108453.000;54.129;30.284
0.35650;-952	-6190	16157;-450	87	-165;3192	-4493	-2609;4108453.000;54.129;30.284
0.36100;1617	-4639	16103;-450	87	-165;2560	-3168	-2311;4108453.000;54.129;30.284
0.36550;1719	-3548	15501;-445	88	-165;1511	-1406	-1133;4108453.000;54.129;30.284
0.37000;-548	-4911	16150;-445	88	-165;722	-738	222;4108453.000;54.129;30.284
0.37450;7	-5910	15884;-445	86	-158;1432	-203	283;4108453.000;54.129;30.284
0.37900;-480	-6575	15762;-445	86	-158;1841	824	363;4108457.000;54.129;30.284
0.38350;-397	-6681	15822;-455	85	-159;2579	1397	-15;4108457.000;54.129;30.284
0.38800;-2407	-5976	15760;-455	85	-159;1897	1099	360;4108457.000;54.129;30.284
0.39250;-2323	-5887	16269;-450	78	-161;1966	-495	-226;4108457.000;54.129;30.284
0.39700;-743	-5366	16052;-450	78	-161;1881	-948	-245;4108457.000;54.129;30.284
0.40150;76	-4811	15781;-455	76	-165;1639	-728	-197;4108457.000;54.129;30.284
0.40600;224	-4674	15945;-455	76	-165;1429	-142	34;4108457.000;54.129;30.284
0.41050;10	-4616	15938;-452	84	-156;967	299	319;4108457.000;54.129;30.284
0.41500;-386	-4639	15769;-452	84	-156;646	416	463;4108453.000;54.129;30.284
0.41950;-728	-4639	15816;-452	75	-161;360	464	486;4108453.000;54.129;30.284
0.42400;-1068	-4778	15946;-446	78	-165;147	636	582;4108453.000;54.129;30.284
0.42850;-1423	-4885	15925;-446	78	-165;12	659	751;4108453.000;54.129;30.284
0.43300;-1471	-4961	15960;-456	74	-160;-73	668	918;4108453.000;54.129;30.284
0.43750;-1409	-5078	15918;-456	74	-160;-290	548	988;4108453.000;54.129;30.303
0.44200;-1228	-5078	15971;-455	83	-161;-466	733	1013;4108453.000;54.129;30.303
0.44650;-1121	-5053	15998;-455	83	-161;-658	902	1071;4108453.000;54.129;30.303
0.45100;-1112	-5021	15961;-452	79	-162;-881	1142	1104;4108478.000;54.129;30.303
0.45550;-1192	-4897	16048;-452	79	-162;-1101	1300	1120;4108478.000;54.129;30.303
0.46000;-1133	-4991	15961;-453	74	-157;-1324	1365	1117;4108478.000;54.129;30.303
0.46450;-977	-4667	15959;-453	74	-157;-1984	1430	1052;4108478.000;54.129;30.303
0.46900;-815	-4771	16055;-455	82	-162;-2154	1456	947;4108478.000;54.195;30.303
0.47350;-822	-4687	15907;-455	82	-162;-2374	1854	1033;4108478.000;54.195;30.303
0.47800;-1134	-4859	15939;-449	84	-160;-2814	2107	1168;4108478.000;54.195;30.303
0.48250;-1778	-5161	15751;-449	84	-160;-3228	1851	963;4108478.000;54.195;30.303
0.48700;-1820	-5390	15772;-452	86	-164;-3263	1585	732;4108488.000;54.195;30.303
0.49150;-1848	-5515	15663;-452	86	-164;-3521	1475	639;4108488.000;54.195;30.303
0.49600;-1850	-6047	15711;-455	78	-158;-3458	1566	678;4108488.000;54.195;30.303
0.50050;-1916	-6078	15666;-455	78	-158;-3288	1491	745;4108488.000;54.195;30.303
0.50500;-1899	-6320	15691;-449	89	-158;-2965	1608	899;4108488.000;54.195;30.303
0.50950;-2085	-7007	16034;-449	89	-158;-2474	1304	854;4108488.000;54.195;30.303
0.51400;-2125	-6763	15433;-451	86	-159;-2735	762	626;4108488.000;54.195;30.303
0.51850;-1997	-6738	15377;-451	86	-159;-2899	192	229;4108488.000;54.195;30.303
0.52300;-1925	-5920	15039;-450	86	-162;-3071	-336	-18;4108466.000;54.195;30.303
0.52750;-842	-7045	15732;-450	86	-162;-1601	850	155;4108466.000;54.195;30.303
0.53200;-864	-6389	14863;-448	90	-155;-1161	1180	110;4108466.000;54.195;30.303
0.53650;-1401	-6880	15484;-448	90	-155;-1770	1883	882;4108466.000;54.195;30.303
0.54100;-2707	-7014	15643;-442	90	-164;-1937	895	248;4108466.000;54.195;30.303
0.54550;-2294	-5800	15195;-442	90	-164;-2544	490	-341;4108466.000;54.195;30.303
0.55000;-2480	-5456	15614;-446	92	-157;-2386	672	-184;4108466.000;54.195;30.303
0.55450;-1983	-6639	15284;-446	92	-157;-2317	14	-639;4108476.000;54.195;30.303
0.55900;-2082	-6620	15326;-448	96	-159;-2040	759	-392;4108476.000;54.195;30.303
0.56350;-2846	-6830	15477;-448	96	-159;-2298	452	-501;4108476.000;54.195;30.321
