Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
0.00450;20	-2260	16567;-217	-136	139;878	3974	1058;4078517.000;52.573;30.019
0.00850;-445	-3509	17089;-217	-136	139;-206	2289	1284;4078517.000;52.573;30.019
0.01250;533	-4158	15974;-225	-130	139;-626	3357	1133;4078517.000;52.573;30.019
0.01650;105	-3728	16401;-225	-130	139;-1094	3335	926;4078517.000;52.573;30.019
0.02050;-143	-2764	16690;-213	-125	139;-1274	3245	797;4078517.000;52.573;30.019
0.02450;-415	-2276	16556;-213	-125	139;-1774	2760	926;4078517.000;52.573;30.019
0.02850;-98	-2202	16562;-213	-129	140;-2265	2741	1036;4078698.000;52.573;30.019
0.03250;-400	-2798	17069;-213	-129	140;-2579	2818	986;4078698.000;52.573;30.019
0.03700;-358	-3427	17102;-220	-129	139;-2881	2276	819;4078698.000;52.573;30.019
0.04150;-482	-4038	16956;-220	-129	139;-2816	2244	610;4078698.000;52.573;30.019
0.04600;-496	-4289	17049;-217	-125	146;-2637	2000	453;4078698.000;52.573;30.019
0.05050;-631	-4208	17008;-217	-125	146;-2368	1724	400;4078698.000;52.739;30.019
0.05500;-652	-4152	16937;-212	-127	140;-1995	1468	490;4078698.000;52.739;30.019
0.05950;-631	-3960	16856;-212	-127	140;-1675	1143	283;4078698.000;52.739;30.019
0.06400;-662	-3805	16587;-217	-128	138;-1502	896	342;4078631.000;52.739;30.019
0.06850;-541	-3535	16340;-217	-128	138;-1470	575	254;4078631.000;52.739;30.019
0.07300;-517	-3263	16360;-213	-132	138;-1521	370	399;4078631.000;52.739;30.019
0.07750;-645	-3040	16169;-213	-132	138;-1643	68	505;4078631.000;52.739;30.019
0.08200;-624	-2941	16094;-219	-131	135;-1964	-230	524;4078631.000;52.739;30.019
0.08650;-676	-2935	16241;-219	-131	135;-2275	-523	640;4078631.000;52.739;30.019
0.09100;-689	-3171	15951;-212	-131	137;-2551	-943	720;4078631.000;52.739;30.019
0.09550;-669	-3585	16241;-211	-129	136;-2846	-1241	842;4078631.000;52.739;30.019
0.10000;-637	-4103	16118;-211	-129	136;-3012	-1633	895;4078724.000;52.739;30.019
0.10450;-496	-4473	16152;-214	-133	127;-3131	-1867	817;4078724.000;52.739;30.019
0.10900;-424	-5002	16158;-214	-133	127;-3147	-2281	735;4078724.000;52.739;30.019
0.11350;-155	-5484	16066;-212	-137	131;-3025	-2422	744;4078724.000;52.739;30.019
0.11800;-103	-5938	15982;-212	-137	131;-2935	-2506	565;4078724.000;52.739;30.019
0.12250;7	-6248	15905;-210	-133	132;-2833	-2592	518;4078724.000;52.739;30.019
0.12700;150	-6662	15675;-210	-133	132;-2617	-2576	185;4078724.000;52.739;30.019
0.13150;309	-6703	15522;-207	-128	130;-2156	-2474	-22;4078724.000;52.739;30.019
0.13600;404	-6611	15732;-207	-128	130;-1181	-2258	-279;4078720.000;52.739;30.019
0.14050;558	-6437	16026;-215	-138	135;-184	-2060	-527;4078720.000;52.739;30.019
0.14500;721	-6098	16033;-215	-138	135;750	-1883	-941;4078720.000;52.739;30.019
0.14950;768	-5669	16037;-211	-137	130;1503	-1668	-1066;4078720.000;52.739;30.019
0.15400;704	-4925	15988;-211	-137	130;1879	-1424	-931;4078720.000;52.739;30.019
0.15850;412	-4060	16451;-213	-138	129;1869	-1049	-486;4078720.000;52.739;30.019
0.16300;221	-2926	17389;-213	-138	129;1337	-1379	-144;4078720.000;52.739;30.019
0.16750;299	-3155	16656;-214	-144	135;881	-1382	-63;4078720.000;52.739;30.019
0.17200;579	-3747	17000;-214	-144	135;519	-1540	-207;4078752.000;52.739;30.019
