Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
30.39111;-351	-6813	15207;-455	27	-193;-497	1129	621;4108434.000;53.647;30.743
30.39561;-786	-6820	15215;-456	33	-192;-126	1278	826;4108434.000;53.647;30.743
30.40011;-1134	-6701	14453;-456	33	-192;307	1213	954;4108418.000;53.647;30.743
30.40460;-666	-6856	14866;-456	36	-192;867	1042	977;4108418.000;53.647;30.743
30.40910;-151	-7162	15609;-454	38	-190;1253	1168	894;4108418.000;53.647;30.743
30.41360;120	-7059	15483;-454	38	-190;1536	1626	1082;4108418.000;53.647;30.743
30.41810;-1022	-5751	16202;-456	35	-190;411	1651	1783;4108418.000;53.647;30.743
30.42259;-183	-5991	14950;-456	35	-190;766	1078	1560;4108418.000;53.647;30.743
30.42709;425	-5357	14471;-461	40	-188;952	1525	1608;4108418.000;53.647;30.743
30.43159;77	-5711	15346;-461	40	-188;641	1684	1371;4108418.000;53.647;30.743
30.43609;30	-5841	15783;-457	41	-189;329	1895	1243;4108416.000;53.647;30.743
30.44058;42	-7421	15753;-457	41	-189;6	1839	1281;4108416.000;53.472;30.743
30.44508;928	-7160	15770;-463	43	-196;1348	3734	1799;4108416.000;53.472;30.743
30.44958;-626	-6913	15754;-463	43	-196;1002	4455	2267;4108416.000;53.472;30.743
30.45408;-1664	-7059	15864;-464	44	-191;1420	3948	2087;4108416.000;53.472;30.743
30.45857;-1929	-6884	15991;-464	44	-191;1816	3436	1931;4108416.000;53.472;30.743
30.46307;-1912	-6712	15884;-461	40	-191;1957	2953	1778;4108416.000;53.472;30.743
30.46757;-2021	-6439	16010;-461	40	-191;1737	2278	1109;4108416.000;53.472;30.743
30.47207;-1381	-6195	15845;-461	44	-184;1970	1542	664;4108424.000;53.472;30.743
30.47656;-1649	-5428	16149;-461	44	-184;2281	1272	798;4108424.000;53.472;30.743
30.48106;-1099	-5415	15712;-459	43	-186;1709	1321	1112;4108424.000;53.472;30.743
30.48556;-2492	-5576	16333;-459	43	-186;-10	1759	1922;4108424.000;53.472;30.743
30.49006;-2106	-5921	15497;-459	44	-193;-208	766	993;4108424.000;53.472;30.743
