Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
30.25369;2495	2193	16695;-429	-99	-331;-867	-1268	-4897;4110297.000;55.390;30.615
30.25818;2591	1374	16781;-433	-94	-334;-792	-1290	-5076;4110297.000;55.390;30.615
30.26268;2583	1186	16673;-433	-94	-334;-1006	-1034	-5246;4110306.000;55.390;30.615
30.26718;2324	1556	17101;-428	-92	-329;-855	-1031	-5051;4110306.000;55.390;30.615
30.27168;2225	2671	17344;-428	-92	-329;-1248	-1323	-4791;4110306.000;55.390;30.615
30.27617;1859	3591	17510;-422	-95	-325;-1581	-1611	-4381;4110306.000;55.390;30.615
30.28067;2897	4150	16392;-422	-95	-325;-2448	-2626	-3526;4110306.000;55.390;30.615
30.28517;3176	1248	15345;-423	-96	-331;-732	-1190	-4660;4110306.000;55.390;30.615
30.28967;1944	1681	16601;-423	-96	-331;-1235	301	-5326;4110306.000;55.390;30.615
30.29416;1048	2522	16908;-426	-96	-327;-1565	-846	-4970;4110306.000;55.390;30.615
30.29866;1206	3343	16734;-426	-96	-327;-1942	-2056	-3891;4110286.000;55.390;30.615
30.30316;2803	2541	15898;-419	-95	-334;-1769	-3071	-3231;4110286.000;55.390;30.615
30.30766;3804	-416	14793;-419	-95	-334;-1135	-1725	-3737;4110286.000;55.390;30.615
30.31215;3165	-194	16288;-423	-92	-334;-1144	389	-4785;4110286.000;55.321;30.615
30.31665;2273	583	16469;-423	-92	-334;-905	-490	-4448;4110286.000;55.321;30.615
30.32115;2408	1674	16626;-415	-99	-336;-905	-1371	-3385;4110286.000;55.321;30.615
30.32565;3441	96	15021;-415	-99	-336;-308	-2023	-2376;4110286.000;55.321;30.615
30.33014;3503	872	16058;-414	-93	-328;763	-123	-3148;4110286.000;55.321;30.615
30.33464;2334	2027	16804;-414	-93	-328;628	45	-3391;4110305.000;55.321;30.615
30.33914;2377	3289	16696;-422	-91	-334;726	-509	-3218;4110305.000;55.321;30.615
30.34364;2191	5649	17252;-422	-91	-334;-336	-529	-2850;4110305.000;55.321;30.615
30.34813;2201	5682	16779;-413	-93	-336;-937	-1213	-2081;4110305.000;55.321;30.615
30.35263;3416	1258	15067;-413	-93	-336;151	-934	-2203;4110305.000;55.321;30.615
30.35713;2543	2575	16951;-415	-92	-335;-1094	1566	-4109;4110305.000;55.321;30.615
30.36163;1393	3531	17165;-415	-92	-335;-1631	188	-3430;4110305.000;55.321;30.615
30.36613;1964	3949	16882;-412	-96	-331;-1898	-830	-2706;4110311.000;55.321;30.615
30.37062;3275	1131	15372;-412	-96	-331;-1401	-658	-2254;4110311.000;55.321;30.615
30.37512;2621	2241	15785;-417	-85	-337;-1813	1666	-3750;4110311.000;55.321;30.615
30.37962;1807	2162	15365;-417	-85	-337;-2197	314	-2738;4110311.000;55.321;30.615
30.38412;2963	1410	14628;-412	-88	-328;-2527	-276	-1914;4110311.000;55.321;30.615
30.38861;3598	-499	14115;-412	-88	-328;-2250	691	-1434;4110311.000;55.321;30.615
30.39311;2501	111	15594;-408	-89	-332;-2458	2289	-1755;4110311.000;55.321;30.615
30.39761;1244	773	16145;-408	-89	-332;-2432	1666	-835;4110311.000;55.321;30.615
30.40211;1092	1479	16381;-411	-88	-333;-2266	1008	1;4110336.000;55.321;30.615
30.40660;964	2331	16555;-411	-88	-333;-2068	865	686;4110336.000;55.321;30.615
30.41110;801	3033	16795;-407	-96	-335;-2037	668	1596;4110336.000;55.321;30.633
30.41560;1446	1585	16081;-407	-96	-335;-808	878	1769;4110336.000;55.321;30.633
30.42010;846	2847	17290;-406	-91	-332;-949	2007	1404;4110336.000;55.321;30.633
30.42459;409	3336	17168;-406	-91	-332;-415	1170	2154;4110336.000;55.321;30.633
30.42909;826	3335	17337;-402	-92	-337;157	921	2644;4110336.000;55.321;30.633
30.43359;1319	2492	16912;-402	-92	-337;921	888	3163;4110336.000;55.321;30.633
30.43809;1805	1196	16814;-405	-90	-338;1920	1089	3794;4110317.000;55.321;30.633
30.44258;2125	150	16787;-405	-90	-338;2690	1102	4373;4110317.000;55.463;30.633
30.44708;2537	268	16583;-404	-92	-332;3454	1131	5078;4110317.000;55.463;30.633
30.45158;2957	947	15699;-404	-92	-332;3978	1828	6061;4110317.000;55.463;30.633
30.45608;2701	584	13789;-413	-93	-335;5647	3362	6138;4110317.000;55.463;30.633
30.46057;873	4953	16897;-413	-93	-335;5971	3725	6234;4110317.000;55.463;30.633
30.46507;769	7002	15793;-415	-92	-336;6675	1358	7522;4110317.000;55.463;30.633
30.46957;2072	7660	14223;-415	-88	-338;6826	1041	7948;4110317.000;55.463;30.633
30.47407;1744	6985	13114;-415	-88	-338;8824	3566	5302;4110286.000;55.463;30.633
30.47856;940	11917	15500;-423	-88	-330;4557	1517	5497;4110286.000;55.463;30.633
30.48306;1035	11609	15259;-423	-88	-330;4287	1514	3005;4110286.000;55.463;30.633
30.48756;2606	9723	14926;-428	-91	-338;1046	629	2624;4110286.000;55.463;30.633
30.49206;2682	7532	16133;-428	-91	-338;-236	2905	-784;4110286.000;55.463;30.633
30.49655;2298	3728	15148;-428	-91	-331;-2577	1563	-428;4110286.000;55.463;30.633
30.50105;3589	1279	16414;-428	-91	-331;-3819	720	-246;4110286.000;55.463;30.633
30.50555;3675	-1827	16640;-423	-88	-333;-3441	1812	-944;4110286.000;55.463;30.633
30.51005;4040	-2228	17222;-423	-88	-333;-4639	1280	-124;4110313.000;55.463;30.633
30.51454;2887	-2317	16590;-421	-82	-330;-3535	2934	-685;4110313.000;55.463;30.633
30.51904;1909	5	18417;-421	-82	-330;-4601	1362	651;4110313.000;55.463;30.633
30.52354;3128	603	16897;-419	-85	-333;-4400	652	1529;4110313.000;55.463;30.633
30.52804;2982	1549	17151;-419	-85	-333;-4946	1611	1769;4110313.000;55.463;30.633
30.53253;2227	1331	16944;-419	-89	-328;-4840	2217	1234;4110313.000;55.463;30.633
30.53703;1791	1722	16861;-419	-89	-328;-5088	1939	690;4110313.000;55.463;30.615
30.54153;1895	2571	16133;-420	-90	-333;-5644	1822	388;4110338.000;55.463;30.615
30.54603;1696	1678	17304;-420	-90	-333;-4858	1738	382;4110338.000;55.463;30.615
30.55052;1769	426	18376;-413	-85	-336;-4372	937	334;4110338.000;55.463;30.615
30.55502;3540	-989	15735;-413	-85	-336;-3910	749	-178;4110338.000;55.463;30.615
30.55952;2774	-1751	17738;-413	-90	-330;-3303	2847	-1575;4110338.000;55.463;30.615
30.56402;1635	-2310	18517;-413	-90	-330;-1970	2029	-1332;4110338.000;55.463;30.615
30.56851;842	-2782	18005;-412	-89	-336;-735	1790	-1450;4110338.000;55.410;30.615
30.57301;147	-3635	18647;-412	-89	-336;1191	1011	-1678;4110338.000;55.410;30.615
30.57751;152	-1452	19959;-408	-83	-337;1175	-1235	-1136;4110335.000;55.410;30.615
30.58201;3865	-5425	14631;-408	-83	-337;4004	-1948	-1088;4110335.000;55.410;30.615
30.58650;692	-1038	19764;-416	-88	-335;3825	1978	-1959;4110335.000;55.410;30.615
30.59100;688	-3141	16157;-416	-88	-335;5377	-2509	209;4110335.000;55.410;30.615
30.59550;1289	-808	17141;-413	-83	-331;6002	-503	-1036;4110335.000;55.410;30.615
30.60000;794	-2636	14970;-413	-83	-331;7438	-992	-969;4110335.000;55.410;30.615
30.60449;-825	2108	17757;-418	-92	-333;6832	136	-2132;4110335.000;55.410;30.615
30.60899;-346	3804	15412;-418	-92	-333;6518	-4101	-11;4110335.000;55.410;30.615
30.61349;2445	4384	14085;-422	-89	-332;6288	-3346	-681;4110352.000;55.410;30.615
30.61799;1922	6081	15312;-422	-89	-332;5110	-1417	-1421;4110352.000;55.410;30.615
30.62248;1439	5533	16023;-425	-90	-328;4400	-1709	-1988;4110352.000;55.410;30.615
