Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
0.00450;-14582	-2908	6983;34	51	134;-1198	2173	1963;4111057.000;51.656;31.280
0.00850;-14822	-3059	6924;37	52	132;-1471	2093	2035;4111057.000;51.659;31.280
0.01250;-14808	-3137	7030;37	52	132;-1760	2061	2120;4111057.000;51.659;31.280
0.01650;-14630	-3168	6835;38	50	130;-2033	2012	2198;4111057.000;51.659;31.280
0.02050;-14495	-3235	6788;38	50	130;-2263	2025	2279;4111030.000;51.659;31.280
0.02450;-14579	-3222	6772;36	51	136;-2511	1987	2336;4111030.000;51.659;31.280
0.02850;-14712	-3249	6719;36	51	136;-2787	2022	2455;4111030.000;51.659;31.280
0.03250;-14853	-3311	6749;38	54	130;-3001	1913	2405;4111030.000;51.659;31.280
0.03700;-15005	-3289	6720;38	54	130;-3300	1877	2502;4111030.000;51.659;31.280
0.04150;-15005	-3259	6761;31	53	137;-3595	1820	2389;4111030.000;51.659;31.280
0.04600;-15095	-3274	6684;31	53	137;-3798	1768	2445;4111030.000;51.659;31.280
0.05050;-15015	-3345	6637;38	53	136;-4048	1727	2345;4111030.000;51.659;31.280
0.05500;-14971	-3404	6572;38	53	136;-4240	1682	2207;4110944.000;51.659;31.280
0.05950;-14961	-3480	6634;33	57	142;-4423	1688	2163;4110944.000;51.659;31.280
0.06400;-14956	-3477	6515;33	57	142;-4577	1627	2038;4110944.000;51.659;31.280
0.06850;-15004	-3599	6515;32	53	142;-4702	1592	1896;4110944.000;51.659;31.280
0.07300;-15076	-3670	6423;32	53	142;-4754	1563	1780;4110944.000;51.659;31.280
0.07750;-15129	-3851	6438;36	55	143;-4754	1514	1611;4110944.000;51.659;31.280
0.08200;-15234	-3949	6371;36	55	143;-4680	1492	1316;4110944.000;51.659;31.280
0.08650;-15375	-4141	6325;31	59	141;-4526	1502	1250;4110944.000;51.659;31.280
0.09100;-15427	-4259	6272;31	59	141;-4381	1511	948;4110989.000;51.659;31.280
0.09550;-15488	-4261	6266;32	59	149;-4231	1518	826;4110989.000;51.659;31.280
0.10000;-15456	-4267	6283;32	59	149;-4134	1579	553;4110989.000;51.659;31.280
0.10450;-15510	-4272	6297;29	56	149;-3939	1585	384;4110989.000;51.659;31.280
0.10900;-15553	-4398	6225;29	56	149;-3682	1636	277;4110989.000;51.659;31.280
0.11350;-15531	-4498	6239;31	53	150;-3371	1733	60;4110989.000;51.659;31.280
0.11800;-15608	-4587	6224;31	53	150;-3046	1768	-68;4110989.000;51.659;31.280
0.12250;-15631	-4595	6263;28	57	154;-2658	1826	-235;4110989.000;51.659;31.280
0.12700;-15595	-4652	6238;28	57	154;-2235	1919	-451;4110953.000;51.659;31.280
0.13150;-15700	-4638	6294;32	55	152;-1792	2016	-605;4110953.000;51.416;31.280
0.13600;-15646	-4687	6254;32	55	152;-1342	2157	-693;4110953.000;51.416;31.280
0.14050;-15636	-4755	6302;32	55	150;-813	2206	-891;4110953.000;51.416;31.280
0.14500;-15613	-4732	6290;32	55	150;-280	2311	-932;4110953.000;51.416;31.280
0.14950;-15531	-4760	6354;29	57	155;268	2360	-1151;4110953.000;51.416;31.280
0.15400;-15414	-4753	6475;29	57	155;846	2408	-1220;4110953.000;51.416;31.280
