Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
0.00450;-15552	3738	4385;-120	93	219;-245	46	-230;4108582.000;52.853;31.146
0.00850;-15480	3683	4264;-127	89	217;-258	53	-126;4108582.000;52.853;31.146
0.01250;-15535	3686	4299;-127	89	217;-235	11	-223;4108582.000;52.853;31.146
0.01650;-15565	3714	4319;-124	93	219;-206	97	-173;4108582.000;52.853;31.146
0.02050;-15547	3707	4352;-126	92	221;-248	52	-164;4108582.000;52.853;31.166
0.02450;-15530	3681	4297;-126	92	221;-213	65	-199;4108582.000;52.853;31.166
0.02850;-15546	3690	4314;-120	94	211;-174	14	-167;4108581.000;52.853;31.166
0.03250;-15535	3724	4337;-120	94	211;-174	40	-214;4108581.000;52.853;31.166
0.03700;-15561	3734	4322;-122	95	219;-197	62	-120;4108581.000;52.853;31.166
0.04150;-15521	3700	4268;-122	95	219;-187	100	-224;4108581.000;52.853;31.166
0.04600;-15523	3733	4293;-121	92	214;-155	27	-195;4108581.000;52.853;31.166
0.05050;-15541	3669	4319;-121	92	214;-142	59	-158;4108581.000;52.906;31.166
0.05500;-15499	3675	4306;-120	85	216;-136	43	-214;4108581.000;52.906;31.166
0.05950;-15523	3705	4305;-120	85	216;-136	69	-98;4108581.000;52.906;31.166
0.06400;-15514	3646	4278;-129	92	218;-142	46	-227;4108530.000;52.906;31.166
0.06850;-15592	3669	4334;-129	92	218;-133	49	-192;4108530.000;52.906;31.166
0.07300;-15591	3734	4335;-119	93	223;-139	33	-184;4108530.000;52.906;31.166
0.07750;-15576	3713	4330;-119	93	223;-110	-2	-181;4108530.000;52.906;31.166
0.08200;-15516	3648	4290;-123	90	215;-107	-6	-174;4108530.000;52.906;31.166
0.08650;-15602	3639	4312;-123	90	215;-135	46	-212;4108530.000;52.906;31.166
0.09100;-15467	3647	4345;-122	90	220;-123	27	-189;4108530.000;52.906;31.166
0.09550;-15511	3692	4315;-122	90	220;-123	7	-189;4108530.000;52.906;31.166
0.10000;-15486	3678	4352;-119	92	222;-123	33	-164;4108612.000;52.906;31.166
0.10450;-15511	3619	4369;-119	92	222;-97	-18	-195;4108612.000;52.906;31.166
0.10900;-15542	3692	4327;-122	87	217;-81	1	-170;4108612.000;52.906;31.166
0.11350;-15549	3749	4385;-122	87	217;-52	-18	-246;4108612.000;52.906;31.166
0.11800;-15559	3734	4347;-126	90	218;-56	27	-161;4108612.000;52.906;31.166
0.12250;-15617	3688	4390;-126	90	218;-53	56	-249;4108612.000;52.906;31.166
0.12700;-15633	3710	4317;-125	89	220;-78	7	-214;4108612.000;52.906;31.166
0.13150;-15609	3704	4369;-125	89	220;-46	-18	-196;4108612.000;52.906;31.166
0.13600;-15557	3734	4292;-123	93	219;-72	-15	-236;4108579.000;52.906;31.166
0.14050;-15546	3684	4350;-123	93	219;-52	-8	-180;4108579.000;52.906;31.166
0.14500;-15579	3691	4301;-125	95	218;-68	33	-243;4108579.000;52.906;31.146
0.14950;-15536	3725	4298;-125	95	218;-71	20	-209;4108579.000;52.906;31.146
0.15400;-15564	3733	4379;-124	90	219;-55	-19	-190;4108579.000;52.906;31.146
0.15850;-15599	3688	4308;-124	90	219;-75	52	-244;4108579.000;52.906;31.146
0.16300;-15520	3717	4307;-120	90	217;-62	17	-199;4108579.000;52.906;31.146
0.16750;-15475	3685	4355;-120	90	217;-104	30	-261;4108597.000;52.906;31.146
0.17200;-15558	3757	4294;-127	95	216;-104	-5	-152;4108597.000;52.906;31.146
0.17650;-15601	3718	4329;-127	95	216;-84	33	-249;4108597.000;52.986;31.146
0.18100;-15532	3741	4313;-124	94	227;-65	-22	-161;4108597.000;52.986;31.146
0.18550;-15586	3647	4305;-124	94	227;-69	23	-104;4108597.000;52.986;31.146
0.19000;-15538	3636	4344;-126	91	223;-101	-12	-233;4108597.000;52.986;31.146
0.19450;-15516	3646	4349;-126	91	223;-78	-15	-174;4108597.000;52.986;31.146
0.19900;-15525	3576	4288;-122	93	215;-72	27	-164;4108597.000;52.986;31.146
0.20350;-15545	3671	4342;-122	93	215;-110	56	-243;4108694.000;52.986;31.146
0.20800;-15567	3604	4262;-124	91	221;-117	53	-139;4108694.000;52.986;31.146
0.21250;-15534	3633	4291;-124	91	221;-56	36	-142;4108694.000;52.986;31.146
0.21700;-15527	3628	4365;-119	88	222;-59	84	-262;4108694.000;52.986;31.146
0.22150;-15591	3647	4313;-124	90	218;-49	68	-165;4108694.000;52.986;31.146
0.22600;-15571	3630	4366;-124	90	218;-39	97	-315;4108694.000;52.986;31.146
0.23050;-15554	3646	4352;-121	89	219;-39	39	-190;4108694.000;52.986;31.146
0.23500;-15533	3656	4354;-121	89	219;-59	91	-243;4108694.000;52.986;31.146
0.23950;-15571	3683	4380;-122	86	216;-53	81	-214;4108696.000;52.986;31.146
0.24400;-15577	3640	4381;-122	86	216;-65	46	-283;4108696.000;52.986;31.146
