Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
0.00450;-15854	2907	3476;-90	6	-58;59	14	-149;4089818.000;56.085;30.096
0.00850;-15892	2898	3511;-85	1	-60;53	37	-240;4089818.000;56.085;30.096
0.01250;-15943	2843	3460;-85	1	-60;30	85	-55;4089818.000;56.085;30.096
0.01650;-15912	2875	3478;-88	10	-58;15	24	-231;4089818.000;56.085;30.096
0.02050;-15906	2905	3528;-88	10	-58;27	18	-68;4089818.000;56.085;30.076
0.02450;-15869	2914	3471;-88	5	-58;-5	46	-193;4089818.000;56.085;30.076
0.02850;-15914	2921	3524;-88	5	-58;-21	60	-155;4089929.000;56.085;30.076
0.03250;-15887	2862	3485;-89	5	-54;-18	17	-52;4089929.000;56.085;30.076
0.03700;-15918	2910	3474;-89	5	-54;31	-8	-177;4089929.000;56.085;30.076
0.04150;-15922	2903	3419;-90	7	-58;-17	-8	-65;4089929.000;56.085;30.076
0.04600;-15957	2849	3459;-90	7	-58;11	8	-105;4089929.000;56.085;30.076
0.05050;-15967	2827	3447;-87	1	-55;15	-24	-68;4089929.000;56.102;30.076
0.05500;-15947	2769	3466;-87	1	-55;44	-47	-71;4089929.000;56.102;30.076
0.05950;-15835	2825	3496;-90	5	-57;85	-34	-87;4089929.000;56.102;30.076
0.06400;-15812	2760	3479;-90	5	-57;101	-24	-75;4089904.000;56.102;30.076
0.06850;-15797	2805	3443;-91	6	-59;117	-47	-74;4089904.000;56.102;30.076
0.07300;-15825	2764	3451;-91	6	-59;85	-18	-149;4089904.000;56.102;30.076
0.07750;-15828	2802	3470;-84	6	-56;120	-37	-46;4089904.000;56.102;30.076
0.08200;-15865	2798	3433;-84	6	-56;104	31	-58;4089904.000;56.102;30.076
0.08650;-15828	2811	3414;-89	7	-54;91	1	-140;4089904.000;56.102;30.076
