Accelerometer	mg	S:0.061	T:0.005000
Magnetometer	mG	S:1	T:0.005000
Gyroscope	dps	S:9	T:0.005000
Barometer	kPa	S:0.000000	T:0.005000
Hygrometer	rH	S:1	T:0.005000
Termometer	C	S:1	T:0.005000

Time;X	Y	Z;X	Y	Z;X	Y	Z;Value;Value;Value
0.00450;15873	-3461	1478;43	-370	-29;-93	-32	-142;4054963.000;62.584;27.535
0.00850;15885	-3467	1480;43	-370	-29;-32	-42	-108;4054963.000;62.584;27.535
0.01250;15937	-3438	1452;36	-369	-36;-51	-26	-133;4054963.000;62.584;27.535
0.01650;15887	-3469	1489;36	-369	-36;16	-10	-142;4054963.000;62.584;27.516
0.02050;15931	-3454	1499;42	-368	-35;52	-29	-130;4054963.000;62.584;27.516
0.02450;15874	-3484	1468;42	-368	-35;61	6	-198;4054963.000;62.584;27.516
0.02850;15888	-3418	1478;40	-369	-31;45	-3	-135;4054963.000;62.584;27.516
0.03250;15803	-3424	1458;40	-369	-31;80	16	-167;4055082.000;62.584;27.516
0.03700;15926	-3432	1448;38	-367	-31;74	19	-129;4055082.000;62.584;27.516
0.04150;15857	-3471	1526;38	-367	-31;74	12	-132;4055082.000;62.501;27.516
0.04600;15903	-3429	1523;41	-368	-32;68	-10	-148;4055082.000;62.501;27.516
0.05050;15881	-3369	1495;41	-368	-32;36	-26	-163;4055082.000;62.501;27.516
0.05500;15946	-3381	1524;40	-373	-32;58	-13	-192;4055082.000;62.501;27.516
0.05950;15819	-3378	1463;40	-373	-32;65	-13	-166;4055082.000;62.501;27.516
0.06400;15881	-3369	1500;37	-374	-30;68	-13	-141;4055082.000;62.501;27.516
0.06850;15937	-3332	1505;41	-373	-32;16	22	-145;4055115.000;62.501;27.516
0.07300;15921	-3384	1511;41	-373	-32;4	9	-158;4055115.000;62.501;27.516
0.07750;15930	-3419	1466;41	-366	-26;-25	19	-149;4055115.000;62.501;27.516
0.08200;15847	-3475	1526;41	-366	-26;13	-4	-126;4055115.000;62.501;27.516
0.08650;15906	-3414	1498;37	-374	-32;33	-23	-158;4055115.000;62.501;27.516
0.09100;15936	-3450	1460;37	-374	-32;29	-3	-116;4055115.000;62.501;27.516
0.09550;15874	-3403	1517;42	-373	-28;39	19	-167;4055115.000;62.501;27.516
0.10000;15934	-3421	1493;42	-373	-28;16	-3	-101;4055115.000;62.501;27.516
0.10450;15888	-3462	1508;39	-367	-29;26	-16	-163;4055222.000;62.501;27.516
0.10900;15946	-3415	1486;39	-367	-29;4	16	-155;4055222.000;62.501;27.516
0.11350;15883	-3409	1487;43	-373	-35;-12	19	-73;4055222.000;62.501;27.516
0.11800;15906	-3351	1505;43	-373	-35;7	19	-167;4055222.000;62.501;27.516
0.12250;15883	-3371	1489;42	-368	-35;-45	9	-67;4055222.000;62.501;27.516
0.12700;15934	-3316	1478;42	-368	-35;-16	-7	-157;4055222.000;62.501;27.516
0.13150;15888	-3447	1420;43	-367	-32;7	-4	-72;4055222.000;62.501;27.516
0.13600;15863	-3454	1472;43	-367	-32;36	-4	-82;4055222.000;62.501;27.516
0.14050;15878	-3385	1427;39	-369	-28;71	-29	-132;4055298.000;62.501;27.497
0.14500;15910	-3398	1509;39	-369	-28;62	3	-142;4055298.000;62.501;27.497
0.14950;15918	-3370	1486;41	-370	-40;42	6	-110;4055298.000;62.501;27.497
0.15400;15911	-3407	1553;41	-370	-40;-3	70	-182;4055298.000;62.501;27.497
0.15850;15987	-3337	1520;39	-370	-29;23	-26	-107;4055298.000;62.501;27.497
0.16300;15936	-3430	1482;39	-370	-29;-13	6	-139;4055298.000;62.501;27.497
0.16750;15964	-3402	1522;41	-368	-29;23	0	-145;4055298.000;62.694;27.497
0.17200;15978	-3495	1495;41	-368	-29;58	19	-186;4055330.000;62.694;27.497
0.17650;15964	-3424	1470;39	-371	-31;93	-36	-122;4055330.000;62.694;27.497
0.18100;15957	-3501	1476;39	-371	-31;148	-61	-233;4055330.000;62.694;27.497
0.18550;15971	-3391	1481;40	-368	-34;129	-26	-116;4055330.000;62.694;27.497
0.19000;15893	-3363	1489;40	-368	-34;170	-16	-126;4055330.000;62.694;27.497
0.19450;15869	-3355	1501;42	-365	-29;122	-32	-242;4055330.000;62.694;27.497
0.19900;15908	-3347	1471;42	-365	-29;103	3	-164;4055330.000;62.694;27.497
0.20350;15896	-3314	1512;39	-369	-37;100	-32	-210;4055330.000;62.694;27.497
0.20800;15942	-3388	1480;39	-369	-37;61	-10	-154;4055435.000;62.694;27.497
0.21250;15963	-3377	1464;42	-364	-32;45	-61	-151;4055435.000;62.694;27.497
0.21700;15957	-3347	1509;42	-364	-32;23	-68	-138;4055435.000;62.694;27.497
0.22150;15913	-3428	1446;44	-370	-36;49	-32	-167;4055435.000;62.694;27.497
0.22600;15928	-3392	1460;44	-370	-36;32	-10	-126;4055435.000;62.694;27.497
0.23050;15906	-3366	1487;40	-371	-32;29	-42	-173;4055435.000;62.694;27.497
0.23500;15940	-3405	1445;40	-371	-32;13	-39	-97;4055435.000;62.694;27.497
0.23950;15943	-3367	1503;40	-371	-32;13	-39	-148;4055435.000;62.694;27.497
0.24400;15982	-3426	1464;40	-371	-32;-9	-39	-110;4055541.000;62.694;27.497
0.24850;15968	-3376	1568;41	-370	-33;-19	38	-126;4055541.000;62.694;27.497
0.25300;15930	-3468	1505;41	-370	-33;-9	-4	-138;4055541.000;62.694;27.497
0.25750;15958	-3464	1462;39	-367	-34;45	-13	-116;4055541.000;62.694;27.497
0.26200;15922	-3496	1542;39	-367	-34;61	-13	-157;4055541.000;62.694;27.497
0.26650;15992	-3548	1521;38	-368	-32;71	26	-186;4055541.000;62.694;27.535
0.27100;15994	-3469	1522;38	-368	-34;90	16	-138;4055541.000;62.694;27.535
0.27550;15893	-3421	1466;38	-368	-34;87	-10	-132;4055541.000;62.694;27.535
0.28000;15927	-3387	1441;43	-364	-31;80	-26	-116;4055654.000;62.694;27.535
0.28450;15894	-3400	1531;43	-364	-31;58	-4	-186;4055654.000;62.694;27.535
0.28900;15871	-3456	1511;45	-364	-33;87	-36	-149;4055654.000;62.694;27.535
